"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Mag"
"6";"MAGICZNE WROTA";" Przywoływanie, 6. krąg";" 1 akcja";" 150 metrów";" W, S";" Koncentracja, do 10 minut";" Tworzysz powiązane portale teleportacyjne, które pozostają czynne przez czas trwania zaklęcia. Wybierasz dwa miejsca na ziemi, które widzisz: jedno w obrębie 3 metrów od ciebie, a drugie w obrębie 150 metrów. W obu miejscach otwiera się okrągły portal o średnicy 3 metrów. Jeśli miałoby to oznaczać otwarcie portalu w miejscu zajętym przez jakąś istotę, to czar się nie udaje, a komórka czaru zostaje zużyta.<br><br>Portale są dwuwymiarowymi świecącymi pierścieniami wypełnionym magią, unoszącymi się kilkanaście centymetrów nad ziemią, prostopadle do niej. Widoczne są tylko z jednej strony (ty wybierasz), i to ona pełni funkcję<br>portalu. <br><br>Istoty i przedmioty wchodzące do jednego z portali wychodzą z drugiego z nich tak, jakby portale do siebie przylegały. Wejście w okrąg od jego niewidocznej strony nie przynosi żadnych efektów. Mgła wypełniająca każdy z portali jest nieprzezroczysta i nie można jej przejrzeć W ramach akcji dodatkowej w swojej turze możesz obrócić okręgi, by ich aktywne strony zwrócone były w innym kierunku.";"Mag"
"6";"MAGICZNY SŁÓJ";" Nekromancja, 6. krąg";" 1 minuta";" Na siebie";" W, S, M (klejnot,kryształ,relikwiarz lub inny zdobiony pojemnik o wartości minimum 500 sz)";" Do rozproszenia";" Twoja dusza opuszcza ciało i przechodzi do pojemnika. Gdy go zamieszkuje, widzisz wszystko, jakbyś przebywał w miejscu pojemnika. Nie możesz się poruszać, wykonywać reakcji, jedynie możesz przenieść duszę do 30 metrów poza pojemnik w celu powrotu do ciała, albo opętania innego humanoidalnego ciała. Istoty chronione zaklęciem ochrona przed dobrem i złem lub magicznym kręgiem są niepodatne. Cel musi wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, twoja dusza przejmuje jego ciało, a jego dusza trafia do pojemnika. Udany rzut=cel opiera się. Gdy opętasz czyjeś ciało, masz jego statystyki z wyjątkiem swojego charakteru oraz wartości Mądrości, Inteligencji i Charyzmy. Korzystasz z własnych zdolności klasowych. Możesz powrócić do pojemnika,jeśli jest w obrębie 30m. Jeśli to ciało zginie, musisz wykonać rzut obronny na Charyzmę o ST rzutu przeciw twoim czarom. Nie uda się-umierasz...<br><br>Podręcznik gracza str.234";"Mag"
"6";"MASOWA SUGESTIA";" Uroku, 6. krąg";" 1 akcja";" 18 metrów";" W, M (wężowy język, kawałek plastra miodu lub kropla słodkiego olejku)";" 24 godziny";" Wybierasz do 12 istot, mogących cię usłyszeć i zrozumieć. Wpływasz na ich umysł i w jednym lub dwóch zdaniach sugerujesz im kierunek działań. Istoty odporne na zauroczenia są niepodatne na ten czar. Sugestia musi być sformułowana w taki sposób, by brzmiała rozsądnie. Nie można kazać się zranić. Każdy cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, spełnia twoją sugestię. Możesz określić warunki, w których sugerowane działanie ma być rozpoczęte. Przykładowo, możesz zasugerować grupie żołnierzy, by oddali wszystkie swoje pieniądze pierwszemu żebrakowi, jakiego spotkają. Jeśli w czasie trwania czaru okoliczności nie występują, to działanie nie zostaje podjęte...<br><br>Podręcznik gracza str.235";"Mag"
"6";"MROŻĄCA SFERA OTILUKE'A";" Wywoływanie, 6. krąg";" 1 akcja";" 90 metrów";" W, S, M (niewielka kryształowa kula)";" Natychmiastowy";" Z twoich palców mknie lodowa kula zimnej energii, która eksploduje, tworząc sferę o promieniu 18 metrów. Każda znajdująca się w jej obrębie istota, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 10k6 obrażeń od zimna. Udany rzut – połowa. Jeżeli uderzy w zbiornik wody, to zamraża na głębokość 15cm w obszarze kwadratu o boku 9m. Lód utrzymuje się przez 1 minutę i więzi istoty, pływające na powierzchni. Aby się uwolnić, muszą w ramach swojej akcji wykonać udany test Siły o ST rzutu obronnego przeciw twoim czarom. Możesz też powstrzymać eksplozję. W twojej dłoni pojawia się wtedy niewielka kulka wielkości pocisku do procy. Ty, lub istota, której ją przekażesz, możecie rzucić tą kulką na odległość 12m, albo wystrzelić ją z procy, w ramach normalnego zasięgu. Kulka wybuchnie przy uderzeniu, wywołując taki sam efekt, jak w normalnym wariancie tego zaklęcia. Możesz także odłożyć kulkę bez jej rozbijania. Jeśli nic nie skruszy jej wcześniej, eksploduje po 1 minucie. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6. zwiększasz obrażenia o 1k6.";"Mag"
"6";"NIEODPARTY TANIEC OTTONA";" Uroki, 6. krąg";" 1 akcja";" 9 metrów";" W";" Koncentracja, do 1 minuty";" Wybrane stworzenie, które widzisz w zasięgu, rozpoczyna w miejscu zabawny taniec, powłócząc nogami, stepując i podskakując przez cały czas trwania zaklęcia. Czar nie zadziała na stworzenia odporne na zauroczenia. <br><br>Tańcząca istota zużywa cały swój ruch na taniec, pozostając w miejscu, i ma utrudnienie w rzutach obronnych oraz testach ataku opartych na Zręczności. Inne stworzenia mają ułatwienie w testach ataku przeciwko tańczącemu.<br><br>Aby odzyskać nad sobą kontrolę i zakończyć czar, zauroczona istota musi w ramach swojej akcji wykonać udany rzut obronny na Mądrość.";"Mag"
"6";"OCHRONNE GLIFY";" Odpychanie, 6. krąg";" 10 minut";" Dotyk";" W, S, M (płonące kadzidło, miarka siarki i oliwy, sznurek z węzełkami, odrobina krwi umbrowego kolosa i niewielki srebrny pręt o wartości minimum 10sz)";" 24 godziny";" Ustawiasz zabezpieczenie, którym obejmujesz do 225m kwadratowych posadzki (obszar kwadratu o boku 15m albo 100 kwadratów o boku 1,5m, albo 25 kwadratów o boku 3m). Zabezpieczony obszar może mieć wysokość do 6 metrów i dowolny kształt. Możesz rozciągnąć go na kilka kondygnacji twierdzy, dzieląc między nie maksymalny metraż zabezpieczenia, o ile możesz wejść w każdy z chronionych obszarów w trakcie rzucania czaru. Podczas rzucania zaklęcia możesz określić osoby, które nie uruchomią jednego lub żadnego z wybranych efektów. Możesz także ustalić hasło, które ochroni wymawiającą je osobę przed tymi efektami...<br><br>Podręcznik gracza str.239";"Mag"
"6";"PORUSZENIE ZIEMI";" Przemiany, 6. krąg";" 1 akcja";" 36 metrów";" W, S, M (żelazne ostrze i woreczek z mieszanką gliny,iłu i piasku)";" Koncentracja, do 2 godzin";" Podczas działania czaru możesz dowolnie kształtować ziemię, piasek lub glinę na obszarze do 12 metrów. Rozmiar żadnej ze stosowanych zmian (kolumna, obniżenie gruntu, stworzenie lub wypełnienie rowu, wzniesienie lub zrównanie z powierzchnią ziemi muru, itp.), nie może przekraczać połowy największego wymiary tego obszaru. Jeśli zatem obejmujesz czarem kwadrat o boku 12 metrów, możesz wznieść na nim kolumnę o wysokości do 6 metrów. Zmiany<br>trwają 10 minut. Na początku każdych 10 minut spędzonych na koncentracji na tym zaklęciu, możesz wybrać nowy obszar, który chcesz zmienić. Teren przekształca się powoli, zatem w ten sposób raczej nie zdołasz nikogo uwięzić ani zranić poruszającą się ziemią.<br><br>Zaklęcie nie może wpływać na naturalny kamień lub kamienne konstrukcje. Skały i struktury dopasowują się do zmienionego obszaru. Jeżeli przekształcenie terenu spowodowałoby niestabilność struktury, to może się ona zawalić. Czarem tym nie wpłyniesz też bezpośrednio na rośliny. Przemieszczają się one wraz z poruszaną ziemią.";"Mag"
"6";"PRAWDZIWE WIDZENIE";" Wieszczenie, 6. krąg";" 1 akcja";" Dotyk";" W, S, M (maść na oczy o wartości 25 sz, sporządzona ze sproszkowanych grzybów, szafranu i tłuszczu, zużywana przez zaklęcie)";" 1 godzina";" Tym czarem zapewniasz dotkniętej, przychylnej istocie umiejętność postrzegania rzeczy takimi, jakimi są w rzeczywistości. Podczas działania zaklęcia, jego cel ma zdolność prawdziwego widzenia, dostrzega magicznie ukryte tajne przejścia i ma wgląd w Sferę Eteryczną na odległość 36 metrów";"Mag"
"6";"PROMIEŃ SŁOŃCA";" Wywoływanie, 6. krąg";" 1 akcja";" Na siebie (prosta o długości 18 metrów)";" W, S, M (szkło powiększające)";" Koncentracja, do 1 minuty";" Snop jasnego światła wystrzeliwuje z twojej dłoni, tworząc prostą o długości 18 metrów i szerokości 1,5 metra. Każde stworzenie na jego drodze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 6k8 obrażeń od światłości i zostaje oślepione do twojej następnej tury. Przy udanym rzucie, otrzymuje połowę tych obrażeń i nie zostaje oślepione. Nieumarli i szlamy mają utrudnienie w tym rzucie obronnym.<br><br>W czasie działania czaru, w każdej swojej turze możesz wykorzystać akcję, aby stworzyć nowy snop światła.<br><br>Podczas trwania czaru, w twojej dłoni świeci odrobiona olśniewającego blasku. Zapewnia ona jasne światło o promieniu 9 metrów oraz słabe w promieniu kolejnych 9 metrów. Jest to światło słoneczne.";"Mag"
"6";"PRZEZORNOŚĆ";" Wywoływanie, 6. krąg";" 10 minut";" Na siebie";" W, S, M (figurka przedstawiająca ciebie, wykonana z kości słoniowej i ozdobiona klejnotami o wartości co najmniej 1500 sz)";" 10 dni";" Wybierz ze swoich czarów zaklęcie najwyżej 5. kręgu, którego rzucenie trwa jedną akcję oraz którego celem możesz być ty. Możesz rzucić to zaklęcie jako zaklęcie awaryjne, jako część rzucania przezorności, wydając komórki czaru dla obu zaklęć, ale zaklęcie awaryjne nie działa od razu. Uruchomi się dopiero w określonych okolicznościach, które ustalasz. Zaklęcie awaryjne uruchamia się natomiast po pierwszym<br>zaistnieniu wymaganych okoliczności, niezależnie, czy sobie tego w danym momencie życzysz i wówczas działanie przezorności dobiega końca. Przykładowo, przezorność rzucona razem z oddychaniem pod wodą może powodować że oddychanie pod wodą włączy się, kiedy zostaniesz zanurzony w wodzie. Zaklęcie awaryjne działa tylko na ciebie, nawet jeśli normalnie może objąć również inne cele. Możesz używać tylko jednej przezorności naraz. Jeśli rzucisz to zaklęcie po raz drugi, efekt poprzedniej przezorności się kończy. Poza tym, czar kończy się także, jeśli przestaniesz mieć przy sobie jej komponent materialny.";"Mag"
"6";"SFERA NIEPODATNOŚCI";" Odpychanie, 6. krąg";" 1 akcja";" Na siebie (sfera o promieniu 3 metrów)";" W, S, M (szklany lub kryształowy koralik, roztrzaskujący się pod koniec trwania czaru)";" Koncentracja, do 1 minuty";" Wokół ciebie pojawia się nieruchoma bariera o lekko migoczącej powierzchni, przyjmująca kształt sfery o promieniu 3 metrów i utrzymująca się do końca działania czaru.<br><br>Każde rzucone spoza niej zaklęcie z kręgu 5. lub niższego, nie może objąć działaniem istot lub obiektów znajdujących się wewnątrz, nawet jeśli zostało rzucone z użyciem komórki wyższego kręgu. Takie zaklęcia mogą zostać wycelowane w<br>istoty lub obiekty wewnątrz bariery, ale nie wywierają na nie żadnych efektów. Przestrzeń wewnątrz bariery jest także wyłączona z działania efektów obszarowych tych zaklęć.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 7. kręgu, za każdy krąż powyżej 6. bariera blokuje zaklęcia z kręgu wyższego o 1.";"Mag"
"6";"STWORZENIE NIEUMARŁEGO";" Nekromancja, 6. krąg";" 1 minuta";" 3 metry";" W, S, M (po jednym glinianym dzbanie z grobową ziemią, jednym glinianym dzbanie ze słonawą wodą oraz jednym czarnym onyksie o wartości 15sz na każde zwłoki";" Natychmiastowy";" Możesz rzucić tylko nocą. Wybierz do trzech zwłok Średnich lub Małych humanoidów. Stają się kontrolowanymi ghulami. W ramach akcji dodatkowej w swojej turze, możesz wydać telepatyczny rozkaz słudze, o ile znajduje się w obrębie 36m. Decydujesz o kierunku ruchu i akcji podejmowanej przez stworzenie w jego następnej turze, albo wydajesz ogólne polecenie – np. strzeżenia komnaty, czy korytarza. Gdy nie wydasz rozkazu, sługa ograniczy się do obrony własnej. Sługa wypełnia polecenie aż do ukończenia zadania. Masz kontrolę przez 24h...<br><br>Podręcznik gracza str.267";"Mag"
"6";"ŚCIANA LODU";" Wywoływanie, 6. krąg";" 1 akcja";" 36 metrów";" W, S, M (kawałek kwarcu)";" Koncentracja, do 10 minut";" Stawiasz ścianę lodu na stałej powierzchni. Możesz nadać jej formę półkulistej kopuły albo sfery o promieniu do 3 metrów, albo stworzyć płaską powierzchnię złożoną maksymalnie z 10 kwadratowych segmentów o boku 3m. Każdy segment musi łączyć się z innym. Ściana ma 30cm grubości. Jeśli w momencie pojawienia się, ściana przecina miejsce zajmowane przez jakieś stworzenie, to zostaje ono odepchnięte i musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 10k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę. Ściana jest obiektem, który można uszkodzić i zrobić w niej wyłom. Posiada KP 12 oraz po 30 PW na każdy 3-metrowy fragment i jest podatna na obrażenia od ognia. Segment, którego PW spadną do 0, zostaje zniszczony, a w jego miejscu pozostaje warstwa lodowatego powietrza. Istota przemieszczająca się przez tę warstwę po raz pierwszy w swojej turze, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 5k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę...<br><br>Podręcznik gracza str.270";"Mag"
"6";"ZAPLANOWANA ILUZJA";" Iluzje, 6. krąg";" 1 akcja";" 36 metrów";" W,S,M (odrobina runa i jadeitowy pył o wartości 25 sz)";" Do rozproszenia";" Wywołujesz iluzję obiektu, istoty lub innego widzialnego zjawiska, która aktywuje się w określonych okolicznościach. Iluzja nie może być większa niż sześcian o boku 9 metrów. Określasz sposób jej zachowania i wydawane przez nią dźwięki. Zaplanowane w ten sposób zachowanie może trwać do 5 minut. W momencie zaistnienia wymaganych okoliczności iluzja pojawia się i zachowuje w zaplanowany sposób. Kiedy skończy swoje przedstawienie, znika i pozostaje stanie spoczynku przez 10 minut, po których może się ponownie aktywować. Okoliczności uruchamiające mogą być sformułowane ogólnie lub szczegółowo, choć muszą opierać się na widzialnych lub słyszalnych warunkach, które występują w obrębie 9 metrów od miejsca iluzji. Możesz stworzyć iluzję siebie, by pojawiła się i ostrzegła tych, którzy spróbują otworzyć zabezpieczone pułapką drzwi...<br><br>Podręcznik gracza str.284";"Mag"
"7";"CELA MOCY";" Wywoływanie, 7. krąg";" 1 akcja";" 30 metrów";" W, S, M (rubinowy pył o wartości 1500 sz)";" 1 godzina";" Wokół wybranego obszaru, pojawia się niewidzialna, nieruchoma cela w kształcie sześcianu. Zależnie od twojego wyboru, więzienie może być klatką lub skrzynią. Więzienie w kształcie klatki, ma ściany o długości do 6 metrów i składa się z prętów o średnicy centymetra oddalonych od siebie o centymetr.<br>Więzienie w formie skrzyni, ma ściany o długości do 3 metrów, tworzące zwartą barierę nieprzepuszczalną dla żadnego rodzaju materii i blokującą zaklęcia rzucane do wewnątrz lub z wewnątrz celi. Gdy rzucasz ten czar, każda istota, która przebywa w całości wewnątrz celi, zostaje uwięziona. Stworzenia przebywające częściowo na obszarze czaru albo za duże, by zmieścić się do celi, zostają wypchnięte na zewnątrz. Uwięziona istota nie może wydostać się niemagicznymi sposobami. Jeżeli spróbuje użyć teleportacji lub podróży międzysferalnej, żeby opuścić celę, musi najpierw wykonać udany rzut obronny na Charyzmę. W przypadku niepowodzenia, nie może opuścić celi, a czar lub efekt zostaje zmarnowany. Cela rozciąga się również na Sferę Eteryczną, blokując możliwość ucieczki tą drogą.To zaklęcie nie może zostać zniwelowane rozproszeniem magii.";"Mag"
"7";"ETERYCZNOŚĆ";" Przemiany, 7. krąg";" 1 akcja";" Na siebie";" W, S";" Do 8 godzin";" Wkraczasz na Eteryczne Pogranicze w miejscu przenikania się Sfery Eterycznej ze sferą egzystencji, w której przebywasz. Pozostajesz tam do końca trwania czaru lub do jego zakończenia przy użyciu akcji. Możesz się przemieszczać. Ruch w górę kosztuje Cię podwójnie. Widzisz i słyszysz co się dzieje w twojej sferze egzystencji, ale tylko na 18m i szaro. W Sferze Eterycznej możesz wchodzić w interakcje jedynie z innymi stworzeniami tam przebywającymi. Ignorujesz wszystkie obiekty i efekty spoza Sfery Eterycznej, co pozwala ci na przemieszczanie się przez obiekty znajdujące się w sferze, z której przybyłeś. Kiedy czar się kończy, wracasz do swojej sfery, w miejscu, w którym aktualnie się znajdujesz. Jeśli znajduje się tam w tym czasie jakieś stworzenie lub ciało stałe, zostajesz przeniesiony do wolnego miejsca i za każde przebyte 30cm otrzymujesz 2 obrażenia od mocy. Zaklęcie nie przynosi żadnego efektu, jeśli rzucisz je w Sferze Eterycznej albo takiej, która się z nią nie przenika, np. w jednej ze Sfer Zewnętrznych...<br><br>Podręcznik gracza str.221";"Mag"
"7";"MIECZ MORDENKAINENA";" Wywoływanie, 7. krąg";" 1 akcja";" 18 metrów";" W, S, M (miniaturowy platynowy miecz z rękojeścią i głowicą z miedzi i cynku o wartości 250 sz)";" Koncentracja, do 1 minuty";" Tworzysz z magicznej energii dwuwymiarowy miecz, który unosi się w zasięgu czaru przez czas jego trwania.<br><br>Gdy miecz się pojawi, wykonujesz atak wręcz czarem przeciwko wybranej istocie znajdującej się do 1,5 metra od niego.<br><br>Przy trafieniu, zadaje 3k10 obrażeń od mocy.<br><br>Podczas trwania czaru możesz w każdej swojej turze w ramach akcji dodatkowej, przemieścić miecz na odległość do 6 metrów w miejsce, które widzisz, i przeprowadzić kolejny atak na ten sam lub nowy cel.";"Mag"
"7";"MIRAŻ";" Iluzje, 7. krąg";" 10 minut";" Wzroku";" W, S";" 10 dni";" Sprawiasz, że teren na obszarze nie większym niż kwadrat o boku 1,5 km w wyglądzie, brzmieniu, zapachu, a nawet dotyku, robi wrażenie terenu innego rodzaju. Pole albo droga mogą wydać się bagniskiem, wzgórzem, rozpadliną lub innym trudnym albo wręcz nieprzebytym terenem. Staw możesz skryć pod iluzją wonnej łąki, przepaść pokazać jako łagodny stok, skalisty wąwóz może zostać szeroką i równą drogą. W ten sam sposób możesz zmieniać wygląd budynków, lub stworzyć ich iluzje tam, gdzie ich nie było. Zaklęciem tym jednak nie możesz zmienić, ukryć ani dodać żadnych stworzeń.<br><br>Iluzja oszukuje słuch, wzrok, dotyk i węch, dlatego może zmienić zwyczajną okolicę w trudny teren (i odwrotnie), bądź w inny sposób spowolnić podróż po nim. Elementy iluzorycznego terenu (jak kamień czy patyk) natychmiast znikają, jeśli usunie się je z obszaru działania czaru.<br><br>Istota ze zdolnością prawdziwego widzenia potrafi przejrzeć iluzję i widzi prawdziwy teren, lecz wszystkie pozostałe iluzoryczne wrażenia pozostają w mocy, zatem mimo świadomości iluzji, taka istota nadal może fizycznie wchodzić z nią w interakcje.";"Mag"
"7";"ODOSOBNIENIE";" Przemiany, 7. krąg";" 1 akcja";" Dotyk";" W, S, M (mieszanka sproszkowanych diamentów, szmaragdów, rubinów i szafirów o wartości co najmniej 5000 sz, zużywana przez zaklęcie)";" Do rozproszenia";" Przy pomocy tego zaklęcia można ukryć przychylną istotę lub przedmiot i zabezpieczyć je przed wykryciem. Gdy rzucasz czar i dotykasz celu, staje się on niewidzialny i niemożliwy do<br>wykrycia zaklęciami wieszczenia ani czujnikami<br>wytworzonymi przez zaklęcie tej szkoły.<br>Jeśli celem zaklęcia jest stworzenie, wchodzi ono w stan wstrzymania funkcji życiowych. Czas przestaje dla niego płynąć, więc przestaje się ono starzeć. Możesz ustalić warunek zakończenia zaklęcia – cokolwiek, co wydarzy się lub będzie widoczne w odległości do 1,5 kilometra od celu zaklęcia. Przykłady to: „za 1000 lat” albo „kiedy obudzi się tarrasque). Czar kończy się również wtedy, kiedy jego cel otrzyma obrażenia.";"Mag"
"7";"ODWRÓCENIE GRAWITACJI";" Przemiany, 7. krąg";" 1 akcja";" 30 metrów";" W, S, M (magnetyty i żelazne opiłki)";" Koncentracja, do 1 minuty";" Tym czarem odwracasz grawitację w obrębie walca o średnicy 15 metrów i wysokości 30 metrów, z punktem wyjścia znajdującym się w zasięgu. Wszystkie istoty i obiekty, które nie są w jakiś sposób przytwierdzone do ziemi, spadają<br>w górę aż na szczyt obszaru zaklęcia. Objęta czarem istota może wykonać rzut obronny na Zręczność, aby złapać się jakiegoś stałego obiektu i uniknąć upadku.<br><br>Jeżeli na drodze upadku znajduje się jakaś twarda przeszkoda lub powierzchnia (np. sufit), to spadające obiekty i istoty uderzają o nią z takim samym skutkiem, jak podczas normalnego upadku w dół. Jeśli obiekt lub istota osiągnie szczyt obszaru odwróconej grawitacji bez zderzenia z przeszkodą, to pozostaje tam do końca działania czaru, nieznacznie zmieniając wysokość.<br><br>Gdy zaklęcie dobiegnie końca, objęte nim istoty i obiekty spadają z powrotem.";"Mag"
"7";"OPÓŹNIONA KULA OGNIA";" Wywoływanie, 7. krąg";" 1 akcja";" 45 metrów";" W, S, M (kulka nietoperzowego guana i siarki)";" Koncentracja, do 1 minuty";" Z twojego palca wskazującego bucha promień żółtego światła, który gęstnieje i skupia się w miejscu wybranym w zasięgu czaru, tworząc tam świecący ładunek w formie niewielkiej kulki. Kiedy zaklęcie się kończy – na skutek przerwanej<br>koncentracji lub twojej decyzji – ładunek z hukiem eksploduje ogniem, który rozprzestrzenia się za rogi i załomy. Istoty znajdujące się w otaczającej ładunek sferze o promieniu 6 metrów, muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymują pełne zgromadzone obrażenia. Udany rzut, zmniejsza je o połowę. Podstawowe obrażenia z tego zaklęcia to 12k6. Jeśli pod koniec twojej tury ładunek nie został jeszcze zdetonowany, obrażenia wzrastają o 1k6...<br><br>Podręcznik gracza str.241";"Mag"
"7";"PALEC ŚMIERCI";" Nekromancja, 7. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wywołujesz u istoty, którą widzisz w zasięgu czaru, przepływ negatywnej energii powodujący przeszywający ból. Ofiara musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 7k8 + 30 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę.<br><br>Jeżeli tym zaklęciem zabijesz humanoida, to na początku twojej następnej tury powstanie on jako zombi będący pod twoją trwałą kontrolą i wypełniający twoje słowne rozkazy najlepiej, jak tylko potrafi.";"Mag"
"7";"PROJEKCJA OBRAZU";" Iluzje, 7. krąg";" 1 akcja";" 750 kilometrów";" W, S, M (mała kopia ciebie wykonana z materiałów o wartości co najmniej 5 sz)";" Koncentracje, do 1 dnia";" Tworzysz iluzoryczną kopię samego siebie, która pojawia się w zasięgu czaru. Iluzja wygląda i brzmi jak ty, ale jest niematerialna. Znika w momencie otrzymania obrażeń. W ramach swojej akcji możesz przemieścić tę iluzję z szybkością nie większą niż twoja podwójna prędkość, a także sprawić, że będzie mówić, gestykulować i zachowywać się wedle twojego uznania. Pozostaje twoim wiernym odbiciem.<br><br>Możesz patrzeć jej oczyma i słuchać jej uszami, jakbyś przebywał na jej miejscu. W ramach akcji dodatkowej w swojej turze, możesz przełączać się między jej zmysłami a swoimi i z powrotem. Gdy używasz jej zmysłów, jesteś oślepiony i ogłuchły względem swojego otoczenia...<br><br>Podręcznik gracza str.252";"Mag"
"7";"PRYZMATYCZNY ROZPRYSK";" Wywoływanie, 7. krąg";" 1 akcja";" Na siebie (stożek o długości 18 metrów)";" W, S";" Natychmiastowy";" Z twojej dłoni wystrzeliwuje osiem promieni światła. Każdy z nich ma odmienną barwę, moc i zastosowanie. Stworzenia znajdujące się wewnątrz stożka o długości . 18 metrów muszą wykonać rzut obronny na Zręczność. Dla każdego z nich rzucasz osobno k8, by określić, który promień na nie Wpłynął...<br><br>Podręcznik gracza str.253";"Mag"
"7";"SFERALNY PRZESKOK";" Przywoływanie, 7. krąg";" 1 akcja";" Dotyk";" W, S, M (rozwidlony metalowy pręt o wartości co najmniej 250sz, dostrojony do konkretnej sfery egzystencji)";" Natychmiastowy";" Zostajesz przeniesiony do innej sfery (+max 8 istot – musicie utworzyć krąg, trzymając się za ręce). Możesz ogólnie określić miejsce przeznaczenia (np. Pałac Dispatera w drugim kręgu Dziewięciu Piekieł, albo Mosiężne Miasto w Sferze Ognia) i pojawiasz się w nim albo w jego pobliżu.<br><br>Jeżeli znasz sekwencję pieczęci kręgu teleportacyjnego z innej sfery egzystencji, możesz także rzucić to zaklęcie tak, by przeniosło cię do tego kręgu. Jeśli ów krąg jest za mały, by pomieścić wszystkie przychylne istoty, to pojawiają się one w najbliższym wolnym miejscu w jego pobliżu...<br><br>Podręcznik gracza str.262";"Mag"
"7";"SYMBOL";" Odpychanie, 7. krąg";" 1 minuta";" Dotyk";" W, S, M (rtęć, fosfor oraz sproszkowany diament i opal o łącznej wartości co najmniej 1000 sz, zużywane)";" Do rozproszenia lub uruchomienia";" Kreślisz glif pokrywający powierzchnię o średnicy do 3m. Obiekt lub przedmiot z glifem nie może być przemieszczony. Wykrycie glifu wymaga udanego testu Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Określasz, w jakich okolicznościach glif zostaje uruchomiony. Wybierasz jeden z poniższych efektów.<br>Po uruchomieniu glif rozbłyska przez 10 minut, wypełniając słabym światłem sferę o promieniu 18m, po czym działanie czaru się kończy. Jego efekt obejmuje każdą istotę przebywającą w tym obszarze podczas uruchomienia glifu oraz każdą wchodzącą na ten obszar po raz pierwszy w swojej turze, lub kończącą tam swoją turę.<br><br>Dostępne efekty: beznadzieja, ból, konflikt, obłęd, ogłuszenie, strach, śmierć, uśpienie (dokładny opis na str. 267).";"Mag"
"7";"SYMULAKRUM";" Iluzje, 7. krąg";" 12 godzin";" Dotyk";" W, S, M (śnieg do ulepienie naturalnej wielkości sobowtóra, kawałek ciała umieszczony w tym sobowtórze, sproszkowany rubin o wartości 1500 sz, zużywany przez zaklęcie)";" Do rozproszenia";" Tworzysz iluzoryczną kopię bestii lub humanoida<br>przebywającego w zasięgu czaru. Sobowtór jest częściowo prawdziwą istotą uformowaną z lodu lub śniegu, mogącą podejmować akcje i udawać normalne stworzenie. Posiada połowę maksymalnych PW oraz te same statystyki co<br>oryginał. Nie posiada żadnego wyposażenia. Symulakrum jest przyjazne względem ciebie i stworzeń, które mu wskażesz. Wykonuje twoje słowne polecenia, a w walce działa w swojej<br>turze. Nie ma zdolności uczenia się i zdobywania<br>doświadczenia...<br><br>Podręcznik gracza str.268";"Mag"
