"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Zaklinacz"
"3";"ROZPROSZENIE MAGII";" Odpychanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wybierz jedną istotę, obiekt lub magiczny efekt w zasięgu czaru. Każde zaklęcie 3. lub niższego kręgu wpływające na nie, dobiega końca. Dla każdego zaklęcia z kręgu 4. lub wyższego, działającego na wybrany cel, wykonaj test swojej cechy bazowej o ST w wysokości 10 + krąg czaru. Po udanym rzucie, to zaklęcie zostaje rozproszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, automatycznie rozpraszasz działające na wybrany cel zaklęcia z kręgu równego, lub mniejszego niż ten, z którego rzucasz<br>rozproszenie magii.";"Zaklinacz"
"3";"SPACER PO WODZIE";" Przemiany, 3. krąg rytuał";" 1 akcja";" 9 metrów";" W, S, M (kawałek korka)";" 1 godzina";" Ten czar zapewnia zdolność poruszania się po powierzchni cieczy lub podobnej substancji - wody, kwasu, błota, śniegu, ruchomych piasków, a nawet lawy - jakby była bezpiecznym stałym gruntem (choć istota chodząca po lawie wciąż może otrzymać obrażenia od gorąca). Możesz zapewnić tę zdolność na czas trwania czaru maksymalnie 10 przychylnym ci istotom, które widzisz w zasięgu.<br><br>Jeżeli obejmiesz zaklęciem istotę zanurzoną w płynie, to zostanie ona wyniesiona na powierzchnię z prędkością 18 m na rundę.";"Zaklinacz"
"3";"SPOWOLNIENIE";" Przemiany, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (kropla melasy)";" Koncentracja do 1 minuty";" Przekształcasz czas wokół maksymalnie 6 wybranych istot znajdujących się na obszarze w kształcie sześcianu o boku 12 metrów i w zasięgu czaru. Każda z nich musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostanie objęta działaniem czaru na czas jego trwania. Szybkość istoty objętej czarem zostaje zmniejszona o połowę. Otrzymuje ona także modyfikator -2 do KP i rzutów obronnych na Zręczność, nie może też używać reakcji. W swojej turze może jedynie wykonać akcję albo akcję dodatkową, nigdy obie. Niezależnie. od swoich zdolności lub posiadanych magicznych, przedmiotów nie może w swojej turze wykonać więcej niż jednego ataku wręcz lub dystansowego. Jeżeli spowolniona istota próbuje rzucić zaklęcie, którego czas rzucania wynosi jedną akcję, rzuć k20. Wynik powyżej 10 oznacza, że zaklęcie nie przynosi efektu aż do następnej tury rzucającego, w której musi on je dokończyć. Jeśli tego nie zrobi, to zaklęcie zostaje zmarnowane. <br><br>Istota objęta działaniem tego czaru, pod koniec każdej ze swoich tur ponawia rzut obronny na Mądrość.. Sukces uwalnia ją spod działania czaru.";"Zaklinacz"
"3";"STRACH";" Iluzje, 3. krąg";" 1 akcja";" Na siebie (stożek o długości 8 metrów)";" W, S, M (białe piórko lub kurze serce)";" Koncentracja, do 1 minuty";" Tworzysz koszmarną projekcję najgorszych lęków innego stworzenia. Każda istota na obszarze stożka o długości 9m, musi wykonać rzut obronny na mądrość. W przypadku niepowodzenia, upuszcza trzymane rzeczy i staje się przerażona na czas działania czaru. <br>Przerażone stworzenie wykonuje z utrudnieniem wszystkie testy cech i testy ataku, jeśli źródło jej strachu znajduje się w zasięgu wzroku. Przerażone stworzenie nie może z własnej woli zbliżyć się do źródła swego strachu.<br><br>Istota przerażona tym czarem, musi w każdej swojej turze wykonać akcję Sprintu, by jak najbardziej oddalać się od ciebie najbezpieczniejszą możliwą drogą, chyba że nie ma dokąd uciec. Jeśli zakończysz swoją turę w miejscu, w którym nie ma cię już w zasięgu wzroku, może wykonać rzut obronny na Mądrość. Jeśli jej się powiedzie, wyzwala się spod efektu przerażenia.";"Zaklinacz"
"3";"ŚMIERDZĄCA CHMURA";" Przywoływanie, 3. krąg";" 1 akcja";" 27 metrów";" W, S, M (zgniłe jajo lub kilka liści skupni)";" Koncentracja, do 1 minuty";" Przywołujesz chmurę żółtego, obrzydliwego gazu, która przyjmuje kształt kuli o średnicy 6m i środka we wskazanym miejscu w zasięgu czaru. Chmura rozprzestrzenia się za rogi i załomy, tworzy obszar o słabej widoczności i unosi się<br>w powietrzu do końca działania zaklęcia.<br><br>Każde stworzenie znajdujące się w całości w chmurze, na początku swojej tury, musi wykonać rzut obronny na Kondycję przeciw truciźnie. W przypadku niepowodzenia, zużywa swoją akcję w tej turze na walkę z nudnościami i zawrotami głowy. Istoty, które nie muszą oddychać lub są<br>niepodatne na trucizny, odnoszą w tym rzucie automatyczny sukces.<br><br>Umiarkowany wiatr (co najmniej 15 km/h), rozwiewa chmurę w ciągu 4 rund. Silny wiatr (co najmniej 30km/h), rozwiewa ją w ciągu 1 rundy.";"Zaklinacz"
"3";"ŚNIEŻYCA";" Przywoływanie, 3. krąg";" 1 akcja";" 45 metrów";" W, S, M (szczypta pyłu lub kilka krople wody)";" Koncentracja (do 1 minuty)";" Marznący deszcz ze śniegiem pada podczas działania czaru na obszarze w kształcie cylindra o wysokości 6 metrów i promieniu 12 metrów, z punktem wyjścia we wskazanym miejscu w zasięgu czaru. Tworzy obszar pozbawiony<br>widoczności i gasi nieosłonięte płomienie.<br><br>Ziemia na obszarze czaru pokrywa się mokrym lodem, czyniącym z niej trudny teren. Stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze, lub rozpoczynające na nim swoją turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, zostaje powalone.<br><br>Istota rozpoczynająca swoją turę w obszarze objętym śnieżycą i koncentrująca się na zaklęciu, musi wykonać rzut obronny na Kondycję o ST rzutu obronnego przeciw twoim czarom. W przypadku niepowodzenia traci koncentrację.";"Zaklinacz"
"3";"ŚWIATŁO DNIA";" Wywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S";" 1 godzina";" Z wybranego punktu w zasięgu czaru, wyłania się kula jasnego światła o promieniu 18m.<br><br>Jeśli jako cel zaklęcia wskażesz przedmiot, który trzymasz, albo taki, którego nie trzyma ani nie nosi ktoś inny, to światło dobywa się z tego przedmiotu i przemieszcza się wraz z nim. Można je stłumić, zakrywając całkowicie świecący obiekt czymś nieprzezroczystym, np miską lub hełmem.<br><br>W przypadku nawet częściowego nakładania się obszaru tego czaru na obszar ciemności stworzonej zaklęciem kręgu 3. lub niższego, zaklęcie tworzące ciemność zostaje rozproszone.";"Zaklinacz"
"3";"WIĘKSZY OBRAZ";" Iluzje, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (odrobina runa)";" Koncentracja, do 10 minut";" Tworzysz iluzoryczny obraz obiektu, istoty, itp., mieszczący się w sześcianie o boku 6m.Obraz pojawia się w miejscu, które widzisz w zasięgu, i istnieje przez cały czas trwania czaru. Iluzja zawiera dźwięki, zapachy i odczucia temperatury odpowiednie dla kopiowanej rzeczy. Nie możesz w ten sposób stworzyć wystarczającej ilości ciepła zimna, dźwięku, zapachu by spowodować obrażenia. Możesz w ramach swojej akcji przenieść obraz w inne miejsce. Gdy zmienia on swoje położenie, możesz wpłynąć na jego wygląd tak, by oddawał naturalny ruch imitowanej rzeczy. Możesz też sprawić, by iluzji towarzyszyły dźwięki, pojawiające się w różnych momentach, a nawet sprawiające wrażenie rozmowy. Fizyczny kontakt z obrazem zdemaskuje iluzję. Stworzenie może w ramach swojej akcji zbadać obraz i rozpoznać w nim iluzję, dzięki udanemu testowi Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Istota, która poznała się na iluzji, może widzieć przez jej obraz, a pozostałe składowe sensoryczne stają się dla niej słabe i niewyraźne. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, będzie on trwał do rozproszenia, bez potrzeby twojej koncentracji.";"Zaklinacz"
"4";"BURZA LODU";" Wywoływanie, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (szczypta pyłu i kilka kropli wody)";" Natychmiastowy";" W ziemię uderzają twarde jak skała lodowe odłamki. Gradobicie ma kształt walca o promieniu 6 metrów i wysokości 12 metrów, którego punkt wyjścia znajduje się w zasięgu czaru.<br><br>Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k8 obrażeń obuchowych i 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Do końca twojej następnej tury, grad zmienia obszar działania czaru w trudny teren.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej Zaklinacz. zwiększasz obrażenia obuchowe o 1k8.";"Zaklinacz"
"4";"DOMINACJA NAD BESTIĄ";" Uroki, 4. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Jeśli bestia nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonemu zwierzęciu. Możesz posłużyć się prostym i ogólnym rozkazem, takim jak: ,,Zaatakuj go, ,,Pobiegnij tam'' czy ,,Przynieś tamten przedmiot. Jeśli zwierzę po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad, zauroczonym zwierzęciem całkowitą kontrolę. Do końca twojej następnej tury, będzie wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone zwierzę otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę 5. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 1 godziny, a wykorzystując komórkę kręgu 7. lub wyższego - do 8 godzin (przy koncentracji).";"Zaklinacz"
"4";"DRZWI PRZEZ WYMIARY";" Przywoływanie, 4. krąg";" 1 akcja";" 150 metrów";" W";" Natychmiastowy";" Teleportujesz się do innego miejsca znajdującego się w zasięgu czaru. Pojawiasz się dokładnie w wybranym punkcie. Może to być miejsce, które widzisz albo które potrafisz sobie wyobrazić lub opisać, określając kierunek i odległość, na przykład: ,,60 metrów prosto w dól albo ,,w górę na północny zachód pod kątem 45 stopni, 90 metrów. <br><br>Możesz przemieścić się razem z przedmiotami, których łączny ciężar nie przekracza twojego udźwigu, a także zabrać ze sobą jedną przychylną istotę w rozmiarze nieprzekraczającym twojego, której wyposażenie nie przekracza jej udźwigu. W momencie rzucania czaru musi znajdować się ona nie dalej niż 1,5 metra od ciebie. Jeśli mielibyście pojawić się w miejscu zajętym przez jakiś obiekt albo stworzenie, ty i towarzysząca ci istota otrzymujecie po<br>4k6 obrażeń od mocy, a czar się nie udaje.";"Zaklinacz"
"4";"KAMIENNA SKÓRA";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 godziny";" Zaklęciem tym sprawiasz, że ciało dotkniętego przychylnego stworzenia staje się twarde jak głaz.<br><br>Do końca trwania czaru, jego cel jest odporny na niemagiczne obrażenia cięte, kłute i obuchowe.";"Zaklinacz"
"4";"PLAGA";" Nekromancja, 4. krąg";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Nekrotyczna energia oblepia istotę, którą wskażesz w zasięgu czaru, pozbawiając jej ciało wilgoci i żywotności. Cel zaklęcia musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 8k8 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę. Zaklęcie nie ma wpływu na konstrukty i nieumarłych. Jeśli celem zaklęcia jest magiczna roślina lub stworzenie typu roślinnego, to rzut obronny przeprowadza z utrudnieniem, a zaklęcie zadaje maksymalne obrażenia. Jeżeli zaś celem zaklęcia jest zwykła roślina nierozumna, na przykład drzewo czy krzew, to nie wykonuje ona rzutu obronnego, lecz od razu więdnie i umiera.<br><br>Na wyższych kręgach: Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej Zaklinacz. zwiększasz obrażenia o l k8.";"Zaklinacz"
"4";"POLIMORFIA";" Przemiany, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (kokon gąsienicy)";" Koncentracja, do 1 godziny";" Polimorfujesz istotę. Musi ona wykonać udany rzut obronny na Mądrość, by tego uniknąć. <br>zaklęcie nie działa na zmiennokształtnych, ani istoty mające 0 PW. Zmiana formy trwa, dopóki działa czar, a jego cel żyje i ma więcej niż 0 PW. Nową formą może być postać jakiejkolwiek bestii o stopniu wyzwania nie większym od SW polimorfowanej istoty (lub od jej poziomu, jeśli nie posiada ona stopnia wyzwania). Statystyki nowej formy, w tym cechy umysłowe, zostaną zastąpione statystykami wybranej bestii. Zachowany zostaje tylko charakter i osobowość.<br>Polimorfowana istota przyjmuje punkty wytrzymałości swojej nowej formy. Wracając do swej naturalnej postaci. powraca też do poziomu punktów wytrzymałości, jaki miała przed przemianą. Jeśli powraca do naturalnej postaci w efekcie spadku punktów wytrzymałości do 0, to pozostałe obrażenia otrzymuje jej naturalna forma. Jeśli w efekcie jej naturalne PW nie spadną do 0, pozostaje przytomna. Akcje istoty ograniczone są możliwościami jej nowej formy, a przy tym nie może mówić, rzucać zaklęć ani przeprowadzać innych akcji wymagających użycia rąk lub mowy. Wyposażenie stapia się z nową formą i istota nie może z niego korzystać ";"Zaklinacz"
"4";"ŚCIANA OGNIA";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S, M (niewielki kawałek fosforu)";" Koncentracja, do 1 minuty";" Na stałej powierzchni w zasięgu czaru, wywołujesz ścianę ognia. Możesz nadać jej formę płaskiego muru o długości do 18 metrów, wysokości do 6 metrów i grubości 30 centymetrów, albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości 30 centymetrów. Ściana jest nieprzezroczysta i istnieje przez cały czas działania zaklęcia.<br><br>W momencie pojawienia się ściany, każda istota<br>przebywająca w jej obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Jedna ze stron ściany, wybierana podczas rzucania zaklęcia, zadaje 5k8 obrażeń każdemu stworzeniu, które kończy swoją turę po tej stronie w odległości do 3 metrów od ściany. Tyle samo obrażeń otrzymuje stworzenie wchodzące w obszar ściany po raz pierwszy w swojej turze, lub kończące w nim swoją turę. Druga strona ściany ognia nie zadaje obrażeń.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej Zaklinacz. zwiększasz zadawane obrażenia o 1k8.";"Zaklinacz"
"4";"WIĘKSZA NIEWIDZIALNOŚĆ";" Iluzje, 4. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 minuty";" Dotknięta przez ciebie istota, staje się niewidzialna na czas trwania czaru. Całe wyposażenie, jakie nosi lub ma przy sobie cel zaklęcia, jest niewidzialne, dopóki nie opuści jego posiadania.";"Zaklinacz"
"4";"WYPĘDZENIE";" Odpychanie, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (przedmiot obrzydliwy dla celu czaru)";" Koncentracja, do 1 minuty";" Podejmujesz próbę odesłania istoty, którą widzisz w zasięgu czaru, do innej sfery egzystencji. Musi ona wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, zostaje wygnana. Jeżeli pochodzi ze sfery egzystencji, w której aktualnie przebywasz, to znika i pojawia się obezwładniona w neutralnej demisferze. Pozostaje tam do zakończenia czaru,<br>po czym powraca w miejsce, z którego zniknęła (lub w najbliższe wolne).<br><br>Natomiast jeżeli stworzenie pochodzi z innej sfery egzystencji niż ta, w której rzucasz czar, to zostaje wypędzone i z cichym trzaskiem powraca do swojej rodzimej sfery. Jeżeli zaklęcie skończy się przed upływem 1 minuty, odesłany cel pojawia się z powrotem w miejscu, z którego go wygnałeś, lub w najbliższym wolnym. W przeciwnym przypadku nie wraca. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej Zaklinacz. możesz objąć czarem dodatkową istotę.";"Zaklinacz"
"4";"ZAMĘT";" Uroki, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (trzy łupiny orzecha)";" Koncentracja, do 1 minuty";" Czar atakuje i wypacza umysły. Każde stworzenie znajdujące się w obrębie sfery o promieniu 3 metrów, której punkt wyjścia leży we wskazanym przez ciebie miejscu w zasięgu czaru, musi wykonać rzut obronny na Mądrość. W Przypadku<br>niepowodzenia, ulega wpływowi zaklęcia. Stworzenie pod działaniem zamętu nie może używać reakcji i na początku każdej swojej tury musi rzutem k10 określić swoje zachowanie podczas tej tury. <br>1: Nie wykonuje w tej turze żadnej akcji,swój ruch przeznacza na podążanie w przypadkowym kierunku. Aby go określić, rzuć k8, przypisując każdej ścianie kości konkretny kierunek.<br>2-6: Istota w tej turze, rusza się i nie wykonuje żadnych akcji.<br>7-8: Istota wykorzystuje swoją akcję, by zaatakować wręcz losowe stworzenie w swojej strefie kontroli. Jeśli nie ma żadnego celu w strefie kontroli, to w tej turze nie robi nic.<br>9-10: Istota działa i porusza się normalnie.<br>Pod koniec każdej swojej tury, może wykonać rzut obronny na Mądrość. Sukces oznacza wyzwolenie się...<br><br>Podręcznik gracza str.284";"Zaklinacz"
"5";"ANIMOWANIE OBIEKTU";" Przemiany, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Wybierz do 10 niemagicznych obiektów, które nie są noszone lub trzymane. Średnie cele liczą się jako dwa obiekty, Duże jako cztery, a Wielkie jako osiem. Większych nie można animować. Możesz wydawać im rozkazy, gdy są w obrębie 150m od ciebie. Gdy nie wydasz polecenia, istota ogranicza<br>się do obrony własnej. <br><br>Obiekt jest konstruktem, od którego rozmiaru zależą PW, KP, zdolności ataku, Siła i Zręczność. Jego pozostałe cechy wynoszą, Kondycja 10, Inteligencja 3, Mądrość 3, Charyzma 1. Porusza się z szybkością 9m. Posiada zdolność ślepowidzenia w promieniu 9m. Kiedy PW=0 -wraca do swojej naturalnej postaci. Obiekt może wykonać pojedynczy atak w zwarciu, przeciw stworzeniu w obrębie 1,5m. Atakuje walnięciem z premią i obrażeniami obuchowymi zależnymi od swojego rozmiaru. MP może zmienić typ obrażeń na kłute lub cięte. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. możesz animować dwa dodatkowe obiekty. Statystyki animowanego obiektu na str. 211.";"Zaklinacz"
"5";"CIENISTE FORMOWANIE";" Iluzje, 5. krąg";" 1 minuta";" 9 metrów";" W, S, M (kawałek materiału tego samego typu co stwarzany przedmiot)";" Specjalny";" Splatając pasma cienistej materii z Shadowfell, tworzysz nieożywiony przedmiot. Przedmiot nie może być większy niż sześcian o boku 1,5m, a jego kształt i materiał muszą być ci znane.<br>Trwałość obiektu zależy od materiału:<br>* Materia roślinna – 1 dzień<br>* Kamień lub kryształ – 12 godzin<br>* Metale szlachetne – 1 godzina<br>* Klejnoty – 10 minut<br>* Adamantyna lub mithral – 1 minuta<br>Jeśli uformujesz go z różnych materiałów – wybierz najmniejszą trwałość.<br>Jeżeli spróbujesz użyć materiału wytworzonego tym zaklęciem jako komponentu innego zaklęcia, to jego rzucanie automatycznie się nie powiedzie. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz o 1,5m rozmiar tworzonego przedmiotu.";"Zaklinacz"
"5";"DOMINACJA NAD OSOBĄ";" Uroki, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz owładnąć umysł humanoidalnej istoty. Jeśli nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonej istocie. Może to być prosty i ogólny rozkaz: „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli istota po wypełnieniu zadania nie otrzyma kolejnego, będzie ograniczała się do obrony własnej. W ramach swojej akcji możesz przejąć całkowitą kontrolę nad zauroczoną istotą. Do końca twojej następnej tury, będzie wykonywała tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić ją też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolona istota otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. <br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 7. kręgu – do 1 godziny, a wykorzystując komórkę 9. lub wyższego kręgu – do 8 godzin (przy koncentracji).";"Zaklinacz"
"5";"KRĄG TELEPORTACYJNY";" Przywoływanie, 5. krąg";" 1 minuta";" 3 metry";" W, M (rzadkie kredy, inkausty barwione kamieniami szlachetnymi o wartości 50 sz, zużywane przez zaklęcie)";" 1 runda";" Kreślisz na ziemi opisany pieczęciami krąg o średnicy 3m, który łączy twoją lokację z wybranym stałym kręgiem teleportacyjnym. Musisz znać sekwencję pieczęci wybranego kręgu i musi on znajdować się w tej samej egzystencji. Wewnątrz powstaje lśniący portal, który pozostaje otwarty do końca twojej następnej tury. Stworzenie wchodzące do portalu przenosi się do kręgu docelowego i pojawia się w obrębie 1,5m od niego lub w najbliższym wolnym miejscu. Gdy po raz pierwszy rzucasz to zaklęcie, poznajesz sekwencję dwóch określonych przez MP kręgów docelowych położonych w Sferze Materialnej. W trakcie swoich przygód możesz poznać kolejne sekwencje pieczęci. Aby zapamiętać nową, musisz uczyć się jej przez 1 minutę. Możesz stworzyć trwały krąg teleportacyjny. W tym celu musisz rzucać ten czar w tym samym miejscu codziennie przez 1 rok. Gdy rzucasz zaklęcie w ten sposób, nie możesz korzystać z kręgu, by się  teleportować.";"Zaklinacz"
"5";"PLAGA OWADÓW";" Przywoływanie, 5. krąg";" 1 akcja";" 90 metrów";" W, S, M (kilka kryształków cukru, ziaren zboża,trochę tłuszczu)";" Koncentracja, do 10 minut";" Chmara wygłodniałej szarańczy kotłuje się, wypełniając sferę o promieniu 6m, z punktem wyjścia wskazanym przez ciebie w zasięgu czaru. Sfera rozprzestrzenia się za rogi i załomy. Szarańcza pozostaje w niej przez czas działania czaru, tworząc trudny teren o ograniczonej widoczności.<br><br>W momencie pojawiania się chmary szarańczy, każda znajdująca się w jej obrębie istota, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 4k10 obrażeń kłutych. Udany rzut obronny zmniejsza obrażenia o połowę. Rzut obronny musi także wykonać każde stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze lub kończące w nim swoją turę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz zadawane obrażenia o 1k10.";"Zaklinacz"
"5";"POZORY";" Iluzje, 5. krąg";" 1 akcja";" 9 metrów";" W, S";" 8 godzin";" Zmieniasz wygląd dowolnej liczby istot w zasięgu czaru. Cel zaklęcia może wykonać rzut obronny na Charyzmę, aby oprzeć się zaklęciu. Udany rzut niweluje działanie. Iluzja nie może przedstawiać ciała innego rodzaju, więc musisz działać w granicach jego kształtu, a tym samym, trzymać się pierwotnego rozmieszczenia kończyn. Poza tym, twoje możliwości ogranicza jedynie twoja inwencja. Iluzja będzie trwała przez cały czas działania czaru, chyba że wykorzystasz swoją akcję, by wygasić ją wcześniej.<br><br>Zmiany spowodowane tym zaklęciem nie wpływają na interakcje fizyczne. Przykładowo, jeśli strój wybranej osoby wzbogacisz o iluzoryczny kapelusz, inne przedmioty będą przez niego przenikać, a dotykająca go osoba nie  poczuje pod palcami nic, albo wymaca głowę i włosy noszącej go osoby. Jeśli użyjesz tego zaklęcia, by wydać się szczuplejszym, niż jesteś, to sięgająca ku tobie dłoń zderzy się z tobą, choć<br>będzie wyglądać, jakby właściciel zatrzymał ją w powietrzu. Istota może w ramach swojej akcji zbadać cel objęty iluzją i wykonać test Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Jeśli jej się powiedzie, zorientuje się, że cel jest przebrany.";"Zaklinacz"
"5";"STOŻEK ZIMNA";" Wywoływanie, 5. krąg";" 1 akcja";" Na siebie (stożek o długości 18 metrów)";" W, S, M (niewielki kryształ albo szklany stożek)";" Natychmiastowy";" Z twoich dłoni bucha fala mrozu. Każda istota na obszarze stożka o długości 18 metrów, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 8k8 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Istota zabita tym czarem, staje się zlodowaciałym posągiem do czasu, aż się roztopi.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz zadawane obrażenia o 1k8.";"Zaklinacz"
"5";"ŚCIANA KAMIENIA";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (mała granitowa kostka)";" Koncentracja, do 10 minut";" Tworzysz magiczny mur o grubości 15 cm, który składa się z dziesięciu przylegających segmentów o wymiarach 3x3m. Możesz stworzyć też segmenty 3x6cm, grubości 7,5cm. Jeśli w momencie pojawiania się muru, przechodzi przez to miejsce istota, zostaje odepchnięta na jedną ze stron muru. Nie można otoczyć murem istoty, która zda rzut obronny na Zręczność i może ona w ramach reakcji przemieścić się. Ściana nie może przechodzić przez zajęte miejsca i musi łączyć się z istniejącą formą kamienną. Jeżeli tworzysz odcinek muru o długości większej niż 6m, musisz zmniejszyć o połowę rozmiar każdego segmentu, by stworzyć wzmocnienia. Możesz z grubsza uformować w murze blanki, np. strzelnicę.<br>Ścianę można uszkodzić lub zrobić w niej wyłom. Każdy segment posiada KP 15 oraz po 30 PW za każde 2,5 cm grubości. Segment, którego PW spadają do 0, zostaje zniszczony i może spowodować zapadnięcie się sąsiadujących segmentów, zależnie od decyzji MP. Jeśli utrzymasz koncentrację na zaklęciu przez 10 minut, to ściana utrwali się i nie będzie można jej rozproszyć. W innym przypadku zniknie, gdy zaklęcie dobiegnie końca.";"Zaklinacz"
