"0";"NAPRAWA";" Przemiany, sztuczka";" 1 minuta";" Dotyk";" W, S, M (dwa magnetyty)";" Natychmiastowy";" Czar naprawia pojedyncze uszkodzenie lub rozdarcie dotkniętego przedmiotu, np.: pęknięte ogniwo łańcucha, złamany na pół klucz, rozdarty płaszcz czy cieknący bukłak. Naprawiasz usterki, nie pozostawiając po nich śladu, o ile żaden z wymiarów uszkodzenia lub rozdarcia nie przekracza 30cm.<br><br>Przy pomocy tego czaru, możesz fizycznie naprawić magiczny przedmiot lub konstrukt, jednak nie przywracasz mu magicznego działania.";"Kleryk"
"5";"SŁUP OGNIA";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S, M (szczypta siarki)";" Natychmiastowy";" We wskazane przez ciebie miejsce z rykiem uderza z nieba pionowa kolumna boskiego ognia. Każde stworzenie znajdujące się na obszarze w kształcie walca o promieniu 3 metrów i wysokości 12 metrów, z punktem wyjścia we wskazanym miejscu, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia. otrzymanie 4k6 obrażeń od ognia i 4k6 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6, kręgu, za każdy krąg powyżej 5. zwiększasz obrażenia od ognia albo światłości (wedle twojego wyboru) o 1k6.";"Kleryk"
"5";"WIĘKSZE PRZYWRÓCENIE";" Odpychanie, 5. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości co najmniej 100 sz, zużywany przez zaklęcie)";" Natychmiastowy";" Napełniasz dotkniętą istotę pozytywną energią i odwracasz jeden z osłabiających ją efektów, Możesz zmniejszyć jeden poziom jej zmęczenia albo zakończyć działanie jednego z poniższych efektów:<br><br>*Jednego efektu, który z spowodował jej zauroczenie lub skamienienie,<br><br>*Jednej klątwy, włączając w to połączenie z przeklętym magicznym przedmiotem,<br><br>*Dowolnego zmniejszenia wartości jednej z jej cech,<br><br>*Jednego efektu zmniejszającego jej maksymalne punkty wytrzymałości.";"Kleryk"
"5";"WIZJA";" Wieszczenie, 5. krąg";" 10 minut";" Na siebie";" W, S, M (fokus o wartości co najmniej 1000sz, taki jak kryształowa kula, srebrne lustro, lub misa z wodą święconą)";" Koncentracja, do 10 minut";" Jesteś w stanie zobaczyć i usłyszeć określoną istotę przebywającą w tej samej sferze egzystencji co ty. Cel musi wykonać rzut obronny na Mądrość, modyfikowany stopniem twojej znajomości celu i rodzajem fizycznego powiązania, które z nim posiadasz( str. 278). Jeżeli cel zdaje sobie sprawę, że rzucasz ten czar, może dobrowolnie poddać się obserwacji i ponosi automatyczną porażkę w rzucie obronnym. Udany rzut obronny = wieszczenie się nie udało, a ty nie możesz ponowić go na tej istocie przez najbliższe 24 godziny. W przypadku nieudanego rzutu, czar tworzy niewidzialny czujnik w obrębie 3 metrów od celu. Możesz patrzeć i słuchać za jego pośrednictwem, tak jakbyś tam był...<br><br>Podręcznik gracza str.279";"Kleryk"
"5";"WSKRZESZENIE";" Nekromancja, 5. krąg";" 1 godzina";" Dotyk";" W, S, M (diament o wartości co najmniej 500sz)";" Natychmiastowy";" Dotykasz istotę zmarłą nie dawniej niż 10 dni temu i przywracasz ją do życia. Jeżeli jej dusza jest wolna i chętna powrócić do ciała, to istota wraca do życia z 1 PW. <br>Czar neutralizuje jednocześnie wszelkie trucizny i leczy niemagiczne choroby, które nękały istotę w chwili jej śmierci. Należy jednak pamiętać, że to zaklęcie nie usuwa magicznych chorób, klątw i podobnych efektów, jeżeli nie zostaną usunięte wcześniej, to zaczną działać zaraz po ożywieniu celu. Zaklęcie nie może zwrócić życia nieumarłemu. <br><br>Czarem zamykasz wszystkie śmiertelne rany, ale nie przywracasz utraconych części ciała. Jeżeli wskrzeszona istota nie posiada części ciała lub organów kluczowych dla jej przeżycia, np. głowy, to zaklęcie nie zadziała. <br>Powrót zza grobu to droga przez mękę. Wskrzeszona osoba ma karę -4 do wszystkich testów ataku, rzutów obronnych i testów cech. Po każdym ukończeniu długiego odpoczynku kara zmniejsza się o 1, aż do całkowitego zniknięcia.";"Kleryk"
"5";"ZARAZA";" Nekromancja, 5. krąg";" 1 akcja";" Dotyk";" W, S";" 7 dni";" Wykonaj atak wręcz czarem przeciw stworzeniu w twojej strefie ataku. Przy trafieniu cel zostaje zatruty. Na koniec każdej swojej tury, zatruty cel zaklęcia musi wykonać rzut obronny na Kondycję. Po trzecim sukcesie, przestaje być zatruty, a zaklęcie się kończy. Jeśli cel poniesie trzy porażki, przestaje być zatruty, a ty wybierasz jedną z poniższych chorób. Cel ma ją do końca czasu trwania czaru. Zaklęcie wywołuje naturalnie występującą chorobę, zatem działają na nią zaklęcia i magiczne efekty usuwające choroby lub łagodzące ich przebieg. <br>*Leproza gnilna<br>*Ogień umysłu<br>*Plugawica <br>*Wstrząsówka<br>*Zaćma bolesna <br>*Wybroczność<br><br>Podręcznik gracza str.285";"Kleryk"
"6";"BARIERA OSTRZY";" Wywoływanie, 6. krąg";" 1 akcja";" 27 metrów";" W, S";" Koncentracja, do 10 minut";" Formujesz z magicznej energii pionową ścianę groźnych, wirujących ostrzy, która pojawia się w zasięgu i utrzymuje się do wygaśnięcia czaru. Możesz stworzyć prostą barierę o długości 30 metrów, wysokości 6 metrów i grubości 1,5<br>metra, albo barierę w kształcie pierścienia, mającą średnicę do 18 metrów, wysokość 6 metrów i grubość 1,5 metra. Ściana zapewnia trzy czwarte osłony istotom znajdującym się za nią i stanowi trudny teren.<br><br>Gdy istota wejdzie w obszar bariery po raz pierwszy w swojej turze, albo rozpocznie tam turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 6k10 obrażeń ciętych. Udany rzut zmniejsza obrażenia o połowę.";"Kleryk"
"6";"KRZYWDA";" Nekromancja, 6. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Sprowadzasz złośliwą chorobę na stworzenie, które widzisz w zasięgu czaru. Musi ono wykonać rzut obronny na Kondycję.<br><br>W przypadku niepowodzenia, otrzymuje 14k6 obrażeń nekrotycznych. Obrażenia nie mogą sprowadzić PW ofiary poniżej 1. Jeśli rzut obronny się nie powiódł, maksymalne PW celu zostają zmniejszone na 1 godzinę o liczbę równą<br>otrzymanym obrażeniom nekrotycznym.<br><br>Dowolny efekt usuwający choroby przywraca maksymalne PW celu do normalnego poziomu przed upływem tego czasu.";"Kleryk"
"6";"ODNALEZIENIE ŚCIEŻKI";" Wieszczenie, 6. krąg";" 1 minuta";" Na siebie";" W, S, M (zestaw do wróżenia o wartości co najmniej 100sz – np.: kości, pałeczki z kości słoniowej, karty, zęby lub rzeźbione runy oraz przedmiot z miejsca, którego poszukujesz)";" Koncentracja, do 1 dnia";" Ten czar umożliwia ci znalezienie najkrótszej i najprostszej fizycznej drogi do określonej, znanej ci lokacji, położonej w twojej sferze egzystencji. Jeśli jako cel wskażesz miejsce znajdujące się w innej sferze, ruchome (na przykład latającą fortecę) bądź niekonkretne (na przykład ,,leże zielonego smoka), to zaklęcie nie zadziała.<br><br>Póki przebywasz w tej samej sferze egzystencji, co lokacja docelowa, przez cały czas trwania czaru masz świadomość, w jakim kierunku oraz jak daleko leży to miejsce. Gdy w trakcie podroży do niego musisz wybierać drogę, automatyczne wiesz, która jest najkrótsza i najprostsza, choć niekoniecznie najbezpieczniejsza.";"Kleryk"
"6";"PRAWDZIWE WIDZENIE";" Wieszczenie, 6. krąg";" 1 akcja";" Dotyk";" W, S, M (maść na oczy o wartości 25 sz, sporządzona ze sproszkowanych grzybów, szafranu i tłuszczu, zużywana przez zaklęcie)";" 1 godzina";" Tym czarem zapewniasz dotkniętej, przychylnej istocie umiejętność postrzegania rzeczy takimi, jakimi są w rzeczywistości. Podczas działania zaklęcia, jego cel ma zdolność prawdziwego widzenia, dostrzega magicznie ukryte tajne przejścia i ma wgląd w Sferę Eteryczną na odległość 36 metrów";"Kleryk"
"6";"SFERALNY SOJUSZNIK";" Przywoływanie, 6. krąg";" 10 minut";" 18 metrów";" W, S";" Natychmiastowy";" Wezwana istota z innego świata wysyła ci na pomoc czarta, niebianina albo żywiołaka, który pojawia się w zasięgu czaru. Jeśli podasz imię konkretnego stworzenia, możesz poprosić o nie, choć może ci zostać wysłane i tak inne. Możesz poprosić to stworzenie o przysługę w zamian za<br>wynagrodzenie, ale musi się na to zgodzić. Prośba nie może dotyczyć przeniesienia przez przepaść, pomocy w bitwie, szpiegowania przeciwników lub ochrony drużyny). Aby targować się, musisz być w stanie się z nim porozumieć. Wynagrodzenie przyjmuje różne formy – złoto, ofiara, wykonanie określonego zadania. Można przyjąć, że minuta = 100sz. Godzina = 1000sz. Dzień (maksymalnie 10 dni) = 10000sz/dzień. Jeżeli zadanie jest zgodne z etosem przywołanej istoty, może ona zażądać połowę wynagrodzenia lub z niego zrezygnować. MP może modyfikować te stawki. Szczególnie niebezpieczne zadania, mogą wymagać wyjątkowego podarunku. Po ukończeniu zadania, stworzenie wraca do swojej sfery. Jeżeli nie możesz się zgodzić na żądaną cenę, stworzenie<br>natychmiast znika. Stworzenie wcielone do twojej drużyny liczy się jako jej członek i otrzymuje należną mu część zdobytych punktów doświadczenia.";"Kleryk"
"6";"SŁOWO POWROTU";" Przywoływanie, 6. krąg";" 1 akcja";" 1,5 metra";" W";" Natychmiastowy";" Teleportujesz się do uprzednio przygotowanego sanktuarium, zabierając ze sobą do 5 przychylnych ci istot, znajdujących się do 1,5 metra od ciebie. Pojawiacie się w najbliższym wolnym miejscu przy punkcie, który wskazałeś podczas przygotowywania sanktuarium.  Jeżeli rzucasz to zaklęcie bez uprzedniego przygotowania sanktuarium, nie przyniesie ono efektu.<br><br>Sanktuarium musisz wyznaczyć wcześniej, rzucając to samo zaklęcie w miejscu silnie związanym z twoim bóstwem, np. w świątyni. Czar nie zadziała, jeśli spróbujesz go rzucić, by stworzyć sanktuarium w miejscu niepoświęconemu twojemu bóstwu.";"Kleryk"
"6";"STWORZENIE NIEUMARŁEGO";" Nekromancja, 6. krąg";" 1 minuta";" 3 metry";" W, S, M (po jednym glinianym dzbanie z grobową ziemią, jednym glinianym dzbanie ze słonawą wodą oraz jednym czarnym onyksie o wartości 15sz na każde zwłoki";" Natychmiastowy";" Możesz rzucić tylko nocą. Wybierz do trzech zwłok Średnich lub Małych humanoidów. Stają się kontrolowanymi ghulami. W ramach akcji dodatkowej w swojej turze, możesz wydać telepatyczny rozkaz słudze, o ile znajduje się w obrębie 36m. Decydujesz o kierunku ruchu i akcji podejmowanej przez stworzenie w jego następnej turze, albo wydajesz ogólne polecenie – np. strzeżenia komnaty, czy korytarza. Gdy nie wydasz rozkazu, sługa ograniczy się do obrony własnej. Sługa wypełnia polecenie aż do ukończenia zadania. Masz kontrolę przez 24h...<br><br>Podręcznik gracza str.267";"Kleryk"
"6";"UCZTA BOHATERÓW";" Przywoływanie, 6. krąg";" 10 minut";" 9 metrów";" W, S, M (misa wysadzana klejnotami o wartości co najmniej 1000sz, zużywana przez zaklęcie)";" Natychmiastowy";" Urządzasz wspaniały bankiet, pełen doskonałego jadła i napitku. Uczta trwa 1 godzinę, po czym wszystko znika. Korzystne efekty posiłku zaczynają działać dopiero po upływie tej godziny. W uczcie może uczestniczyć 12 istot.<br><br>Uczestnik uczty zyskuje kilka korzyści:<br>*Zostaje uleczony ze wszystkich chorób i trucizn,<br>*Staje się niepodatny na trucizny i przerażenie,<br>*Ma ułatwienie we wszystkich rzutach obronnych na Mądrość.<br><br>Jego maksymalne PW zwiększają się o 2k10, odzyskuje także taką samą liczbę PW.<br><br>Efekty uczty utrzymują się przez 24 godziny.";"Kleryk"
"6";"ULECZENIE";" Wywoływanie, 6. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wybierasz stworzenie, które widzisz w zasięgu czaru. Opływa je strumień pozytywnej energii sprawiający, ze odzyskuje ono 70 PW.<br><br>Oprócz tego, czar usuwa ślepotę, głuchotę i wszystkie choroby leczonej istoty.<br><br>Zaklęcie nie działa na konstrukty i nieumarłych.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6. zwiększasz liczbę przywracanych PW o 10.";"Kleryk"
"6";"WYŁĄCZENIE";" Odpychanie, 6. krąg (rytuał)";" 10 minut";" Dotyk";" W, S, M (pokropienie wodą święconą, rzadkie kadzidło i sproszkowany rubin o wartości 1000 sz)";" 1 dzień";" Tworzysz barierę przeciw magicznym sposobom<br>podróżowania. Chroni ona obszar o powierzchni do 3600m kwadratowych i wysokości do 9m. Nikt nie może się teleportować do chronionego obszaru, ani przenieść się tam przy użyciu portali (stworzonych zaklęciem brama). Czar wyłącza możliwość podróży sferalnej. Ponadto, zaklęcie zadaje obrażenia wybranym przez ciebie rodzajom stworzeń – czarty, fey, niebianie, nieumarli, lub żywiołaki. Gdy wybrane stworzenie wkracza w obszar zaklęcia po raz pierwszy w swojej turze, lub rozpoczyna w nim swoją turę, otrzymuje 5k10 obrażeń nekrotycznych lub od<br>światłości (wybierasz rodzaj podczas inkantacji).<br>Gdy rzucasz zaklęcie, możesz również ustalić hasło, którego podanie uchroni istotę wchodzącą na chroniony obszar przed otrzymaniem obrażeń.<br>Obszar zaklęcia nie może nakładać się z obszarem innego wyłączania. Jeśli rzucisz wyłączenie codziennie przez 30 dni w tym samym miejscu, to zaklęcie utrwali się do czasu rozproszenia, a komponenty materialne zostaną zużyte<br>podczas ostatniej inkantacji.";"Kleryk"
"7";"BURZA OGNIA";" Wywoływanie, 7. krąg";" 1 akcja";" 45 metrów";" W, S";" Natychmiastowy";" Burza ryczących płomieni pojawia się we wskazanym przez ciebie miejscu w zasięgu czaru. Obszar działania czaru składa się z maksymalnie dziesięciu 3-metrowych sześcianów, które możesz dowolnie rozmieścić, przy czym każdy sześcian musi stykać się co najmniej z jedną ścianą z innym sześcianem. Istoty na obszarze działania czaru, muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymują 7k10 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.<br><br>Ogień uszkadza obiekty na obszarze działania czaru i podpala łatwopalne przedmioty, które nie są przez kogoś trzymane lub noszone. Możesz zadecydować, czy na jego działanie będą podatne rośliny.";"Kleryk"
"7";"ETERYCZNOŚĆ";" Przemiany, 7. krąg";" 1 akcja";" Na siebie";" W, S";" Do 8 godzin";" Wkraczasz na Eteryczne Pogranicze w miejscu przenikania się Sfery Eterycznej ze sferą egzystencji, w której przebywasz. Pozostajesz tam do końca trwania czaru lub do jego zakończenia przy użyciu akcji. Możesz się przemieszczać. Ruch w górę kosztuje Cię podwójnie. Widzisz i słyszysz co się dzieje w twojej sferze egzystencji, ale tylko na 18m i szaro. W Sferze Eterycznej możesz wchodzić w interakcje jedynie z innymi stworzeniami tam przebywającymi. Ignorujesz wszystkie obiekty i efekty spoza Sfery Eterycznej, co pozwala ci na przemieszczanie się przez obiekty znajdujące się w sferze, z której przybyłeś. Kiedy czar się kończy, wracasz do swojej sfery, w miejscu, w którym aktualnie się znajdujesz. Jeśli znajduje się tam w tym czasie jakieś stworzenie lub ciało stałe, zostajesz przeniesiony do wolnego miejsca i za każde przebyte 30cm otrzymujesz 2 obrażenia od mocy. Zaklęcie nie przynosi żadnego efektu, jeśli rzucisz je w Sferze Eterycznej albo takiej, która się z nią nie przenika, np. w jednej ze Sfer Zewnętrznych...<br><br>Podręcznik gracza str.221";"Kleryk"
"7";"PRZYWOŁANIE NIEBIANINA";" Przywoływanie, 7. krąg";" 1 minuta";" 27 metrów";" W, S";" Koncentracja, do 1 godziny";" Przywołujesz niebianina o stopniu wyzwania nie większym niż 4, który pojawia się w wolnej przestrzeni, jaką widzisz w zasięgu czaru. Istota znika, kiedy jej PW spadną do 0, lub gdy czar dobiegnie końca.<br><br> Istota jest przyjazna tobie i twoim sprzymierzeńcom. Wykonujesz za nią rzut na inicjatywę, gdy działa w swoich własnych turach. Jest posłuszna twoim słownym poleceniom, dopóki są zgodne z jej charakterem (nie zużywają one twojej akcji). Jeśli nie wydasz polecenia, przywołana istota ogranicza się do obrony przed wrogami, ale nie wykonuje innych akcji. MP dysponuje statystykami przywołanego niebianina.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 9. kręgu, możesz przywołać niebianina o stopniu wyzwania nie większym niż 5.";"Kleryk"
"7";"REGENERACJA";" Przemiany, 7. krąg";" 1 minuta";" Dotyk";" W, S, M (młynek modlitewny i woda święcona)";" 1 godzina";" Dotykasz wybranej istoty i pobudzasz jej naturalne zdolności regeneracyjne. Cel czaru odzyskuje 4k8 + 15 PW. Przez cały czas działania zaklęcia, na początku każdej swojej tury odzyskuje 1 PW (10 na minutę).<br><br>Utracone części ciała (palce, noga, ogon itp.) odrastają po dwóch minutach. Jeśli posiadasz odciętą część ciała i przyłożysz ją do kikuta, to dzięki zaklęciu, natychmiast przyrośnie z powrotem.";"Kleryk"
"7";"SFERALNY PRZESKOK";" Przywoływanie, 7. krąg";" 1 akcja";" Dotyk";" W, S, M (rozwidlony metalowy pręt o wartości co najmniej 250sz, dostrojony do konkretnej sfery egzystencji)";" Natychmiastowy";" Zostajesz przeniesiony do innej sfery (+max 8 istot – musicie utworzyć krąg, trzymając się za ręce). Możesz ogólnie określić miejsce przeznaczenia (np. Pałac Dispatera w drugim kręgu Dziewięciu Piekieł, albo Mosiężne Miasto w Sferze Ognia) i pojawiasz się w nim albo w jego pobliżu.<br><br>Jeżeli znasz sekwencję pieczęci kręgu teleportacyjnego z innej sfery egzystencji, możesz także rzucić to zaklęcie tak, by przeniosło cię do tego kręgu. Jeśli ów krąg jest za mały, by pomieścić wszystkie przychylne istoty, to pojawiają się one w najbliższym wolnym miejscu w jego pobliżu...<br><br>Podręcznik gracza str.262";"Kleryk"
"7";"SŁOWO BOŻE";" Wywoływanie, 7. krąg";" 1 akcja dodatkowa";" 9 metrów";" W";" Natychmiastowy";" Wymawiasz boskie słowo przesiąknięte mocą, która kształtowała świat u jego zarania. Wybierz dowolną liczbę istot, które widzisz w zasięgu czaru. Każda z nich, jeśli cię słyszy, musi wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, zostanie objęta efektem czaru,<br>zależnym od jej aktualnego poziomu PW:<br><br>*50 PW lub mniej – ogłuchła na 1 minutę,<br>*40 PW lub mniej – ogłuchła i oślepiona na 10 minut,<br>*30 PW lub mniej – oślepiona, ogłuchła i ogłuszona na 1 h,<br>*20 PW lub mniej – zabita na miejscu.<br><br>Czart, fey, niebianin lub żywiołak, niezależnie od liczby posiadanych PW, po nieudanym rzucie obronnym jest zmuszony do powrotu do swojej sfery macierzystej ( o ile obecnie w niej nie przebywa) i przez kolejne 25 godziny nie<br>może powrócić do twojej obecnej sfery w żaden sposób, z wyjątkiem czaru życzenie.";"Kleryk"
"7";"SYMBOL";" Odpychanie, 7. krąg";" 1 minuta";" Dotyk";" W, S, M (rtęć, fosfor oraz sproszkowany diament i opal o łącznej wartości co najmniej 1000 sz, zużywane)";" Do rozproszenia lub uruchomienia";" Kreślisz glif pokrywający powierzchnię o średnicy do 3m. Obiekt lub przedmiot z glifem nie może być przemieszczony. Wykrycie glifu wymaga udanego testu Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Określasz, w jakich okolicznościach glif zostaje uruchomiony. Wybierasz jeden z poniższych efektów.<br>Po uruchomieniu glif rozbłyska przez 10 minut, wypełniając słabym światłem sferę o promieniu 18m, po czym działanie czaru się kończy. Jego efekt obejmuje każdą istotę przebywającą w tym obszarze podczas uruchomienia glifu oraz każdą wchodzącą na ten obszar po raz pierwszy w swojej turze, lub kończącą tam swoją turę.<br><br>Dostępne efekty: beznadzieja, ból, konflikt, obłęd, ogłuszenie, strach, śmierć, uśpienie (dokładny opis na str. 267).";"Kleryk"
"7";"ZMARTWYCHWSTANIE";" Nekromancja, 7. krąg";" 1 godzina";" Dotyk";" W, S, M (diament o wartości co najmniej 1000sz, zużywany)";" Natychmiastowy";" Dotykasz istoty zmarłej nie dawniej niż 100 lat temu z powodów innych niż starość i niebędącej nieumarłym. Jeżeli jej dusza jest wolna i chętna, to powraca do ciała, a istota zostaje przywrócona do życia z pełną pulą swoich PW. Zaklęcie neutralizuje wszystkie trucizny i leczy zwykłe choroby, które nękały wskrzeszaną istotę w momencie jej śmierci. Nie usuwa jednak magicznych chorób, klątw i podobnych efektów, jeśli nie zostaną one wcześniej usunięte, zaczynają działać od razu po wskrzeszeniu.<br>Czar zamyka również wszystkie śmiertelne rany i przywraca utracone części ciała.<br><br>Powrót zza grobu to droga przez mękę. Wskrzeszona osoba ma karę -4 do wszystkich testów ataku, rzutów obronnych i testów cech, Po każdym ukończeniu długiego odpoczynku, kara ta zmniejsza się o 1, aż do całkowitego zniknięcia...<br><br>Podręcznik gracz str.286";"Kleryk"
"8";"KONTROLA POGODY";" Przemiany, 8. krąg";" 10 minut";" Na siebie (krąg o promieniu 7,5 kilometra)";" W, S, M (płonące kadzidło i wymieszane z wodą kawałki drewna i ziemi)";" Koncentracja, do 8 godzin";" Aby rzucić to zaklęcie, musisz znajdować się pod otwartym niebem. Jeśli przemieścisz się w miejsce, z którego nie masz widoku na niebo, to zaklęcie zakończy się przedwcześnie. Możesz zmienić temperaturę, wiatr lub występowanie<br>opadów. Na zmianę pogody musisz poczekać 1k4 +10 minut. Po tym czasie możesz ponownie ją zmienić. Gdy zmieniasz warunki pogodowe, odszukaj aktualne warunki w tabelach i zmień je o jeden stopień w górę lub w dół. Możesz nadać też nowy kierunek wiatrowi. OPADY/TEMPERATURA/WIATR:<br>1 : Czyste niebo/Nieznośny upał/Cisza.<br>2: Lekkie Zachmurzenie/Gorąco/Umiarkowany wiatr.<br>3: Całkowite zachmurzenie lub zamglenie/ Ciepło/Silny wiatr.<br>4: Deszcz, grad, śnieg/Chłodno/Wichura.<br>5: Ulewny deszcz, gradobicie, zamieć/<br>Zimno/Huragan.<br>6: Lodowato (temperatura)";"Kleryk"
"8";"POLE ANTYMAGII";" Odpychanie, 8. krąg";" 1 akcja";" Na siebie (sfera o promieniu 3 metrów)";" W, S, M (szczypta sproszkowanego żelaza)";" Koncentracja, do 1 godziny";" Otacza cię niewidzialna sfera antymagii o promieniu 3m. Jest ona odcięta od magicznej energii wypełniającej Wieloświat. W jej obrębie nie da się rzucać czarów, znikają przywołane istoty, a magiczne przedmioty stają się niemagiczne. Obszar antymagii przemieszcza się razem z tobą. Komórka wydana na rzucanie wygaszanego czaru, ulega zużyciu. Wygaszony efekt nie działa, ale czas jego wygaszenia wlicza się do czasu jego trwania.<br>*Zaklęcia ani magiczne efekty nie mają wpływu na swój cel.<br>*Jeżeli pole zaklęcia nakłada się na pole antymagii, to na części wspólnej, magia zostaje wygaszona.<br>*Każde zaklęcie lub efekt działające na istotę lub obiekt znajdujący się w polu antymagii, zostaje wygaszone.<br>*Pole antymagii wygasza magiczne przedmioty.<br>*Nie działają teleportacje ani podróże sferalne. Żadne.<br>*Przywołane stworzenia znikają.<br>*Rozproszenie magii nie działa w polu antymagii.<br>Obszary stworzone przez różne wystąpienia zaklęcia pole antymagii, nie anulują się wzajemnie.";"Kleryk"
"8";"ŚWIĘTA AURA";" Odpychanie, 8. krąg";" 1 akcja";" Na siebie";" W, S, M (malutki relikwiarz o wartości co najmniej 1000sz zawierający relikwię, np. strzęp szaty świętego, albo stronicę religijnego manuskryptu)";" Koncentracja, do 1 minuty";" Boskie światło rozlewa się od ciebie, tworząc łagodny blask w promieniu 9 metrów. Wybrane stworzenia w jego obszarze, zaczynają świecić słabym światłem w promieniu 1,5 metra i mają ułatwienie we wszystkich rzutach obronnych, podczas gdy pozostałe istoty mają utrudnienie w testach ataku przeciw nim, aż do końca trwania czaru. <br><br>Ponadto, gdy promieniująca światłem istota zostanie trafiona atakiem wręcz przez czarta lub nieumarłego, jej aura rozbłyska mocno, a napastnik musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, zostaje oślepiony na czas działania czaru.";"Kleryk"
"8";"TRZĘSIENIE ZIEMI";" Wywoływanie, 8. krąg";" 1 akcja";" 150 metrów";" W, S, M (szczypta ziemi, kamień i grudka gliny)";" Koncentracja, do 1 minuty";" Podczas działania tego czaru, obszarem w promieniu 30 metrów od wybranego punktu w zasięgu czaru, targają silne wstrząsy, przenoszące się na istoty i budynki mające kontakt z powierzchnią ziemi.<br><br>Ziemia na czas działania czaru staje się trudnym terenem. Przebywające tam istoty, które koncentrują się na zaklęciach, muszą wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, ich koncentracja zostaje przerwana. <br><br>Kiedy rzucasz to zaklęcie oraz pod koniec każdej tury, w której się na nim koncentrujesz, każda istota w obszarze trzęsienia ziemi musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, pada powalona. Zależnie od typu terenu objętego zaklęciem, możesz wywołać dodatkowe efekty określane przez MP.<br>Możesz tworzyć szczeliny oraz oddziaływać na budynki, zgodnie z zasadami na stronie 273.";"Kleryk"
"9";"BRAMA";" Przywoływanie, 9. krąg";" 1 akcja";" 18 metrów";" W, S, M (diament o wartości co najmniej 5000 sz)";" Koncentracja, do 1 minuty";" Przywołujesz portal łączący wolne miejsce, które widzisz w zasięgu czaru, z konkretnym miejscem w innej sferze egzystencji. Portal działa przez cały czas trwania czaru i ma kształt koła. Możesz wybrać jego średnicę – od 1,5m do 6m – i ustawić go w dowolnym kierunku. Końce portalu w obu sferach egzystencji posiadają stronę przednią i tylną. Aby podróżować portalem, należy przekroczyć go od przodu. Wszystko, co w ten sposób przejdzie przez bramę na jednym jej końcu, pojawi się natychmiast w najbliższym wolnym miejscy koło drugiego. Bóstwa i inni władcy sfer, mogą blokować możliwość otwierania portali tworzonych tym zaklęciem bezpośrednio w ich obecności lub gdziekolwiek w ich domenie...<br><br>Podręcznik gracza str.214";"Kleryk"
"9";"MASOWE ULECZENIE";" Wywoływanie, 9. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Uzdrawiająca energia rozchodzi się od ciebie potężną falą. <br><br>Przywracasz do 700 PW, dzieląc je wedle uznania między dowolną liczbę istot, które widzisz w zasięgu czaru.<br><br>Uzdrowione tym czarem stworzenia, zostają również uleczone ze wszystkich chorób i pozbywają się efektów powodujących oślepienie lub ogłuchnięcie.<br><br>Zaklęcie nie działa na konstrukty i nieumarłych.";"Kleryk"
"9";"PRAWDZIWE ZMARTWYCHWSTANIE";" Nekromancja, 9. krąg";" 1 godzina";" Dotyk";" W, S, M (skropienie wodą święconą i diamenty o wartości co najmniej25 000 sz, zużywane przez zaklęcie)";" Natychmiastowy";" Dotykasz istoty zmarłej nie dawniej niż 200 lat temu z powodów innych niż starość. Jeżeli jej dusza jest wolna i chętna, to powraca do ciała, a istota zostaje przywrócona do życia z pełną pulą swoich PW.<br><br>Tym zaklęciem zamykasz wszystkie rany, neutralizujesz każdą truciznę, leczysz wszystkie choroby i zdejmujesz wszelkie klątwy, które działały na wskrzeszoną istotę w momencie śmierci. Naprawiasz również uszkodzone<br>organy i kończyny oraz przywracasz utracone. Jeśli stworzenie było nieumarłym, zostaje przywrócone do swojej wcześniejszej, żywej formy...<br>Podręcznik gracza str.251<br>";"Kleryk"
