"0";"CIERNIOWY BICZ";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" W,S,M (łodyga kolczastej rośliny)";" Natychmiastowy";" Tworzysz długi, podobny do cierniowego pnącza bicz, który na twoje polecenie uderza wybraną istotę znajdującą się w zasięgu. Wykonaj przeciw niej test ataku wręcz czarem.Przy trafieniu, zadajesz 1k6 obrażeń kłutych, a jeśli jest to istota Duża lub mniejsza, przyciągasz ją do siebie o maksymalnie 3m.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6, gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6).";"Druid"
"4";"ŚCIANA OGNIA";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S, M (niewielki kawałek fosforu)";" Koncentracja, do 1 minuty";" Na stałej powierzchni w zasięgu czaru, wywołujesz ścianę ognia. Możesz nadać jej formę płaskiego muru o długości do 18 metrów, wysokości do 6 metrów i grubości 30 centymetrów, albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości 30 centymetrów. Ściana jest nieprzezroczysta i istnieje przez cały czas działania zaklęcia.<br><br>W momencie pojawienia się ściany, każda istota<br>przebywająca w jej obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Jedna ze stron ściany, wybierana podczas rzucania zaklęcia, zadaje 5k8 obrażeń każdemu stworzeniu, które kończy swoją turę po tej stronie w odległości do 3 metrów od ściany. Tyle samo obrażeń otrzymuje stworzenie wchodzące w obszar ściany po raz pierwszy w swojej turze, lub kończące w nim swoją turę. Druga strona ściany ognia nie zadaje obrażeń.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz zadawane obrażenia o 1k8.";"Druid"
"4";"ZAMĘT";" Uroki, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (trzy łupiny orzecha)";" Koncentracja, do 1 minuty";" Czar atakuje i wypacza umysły. Każde stworzenie znajdujące się w obrębie sfery o promieniu 3 metrów, której punkt wyjścia leży we wskazanym przez ciebie miejscu w zasięgu czaru, musi wykonać rzut obronny na Mądrość. W Przypadku<br>niepowodzenia, ulega wpływowi zaklęcia. Stworzenie pod działaniem zamętu nie może używać reakcji i na początku każdej swojej tury musi rzutem k10 określić swoje zachowanie podczas tej tury. <br>1: Nie wykonuje w tej turze żadnej akcji,swój ruch przeznacza na podążanie w przypadkowym kierunku. Aby go określić, rzuć k8, przypisując każdej ścianie kości konkretny kierunek.<br>2-6: Istota w tej turze, rusza się i nie wykonuje żadnych akcji.<br>7-8: Istota wykorzystuje swoją akcję, by zaatakować wręcz losowe stworzenie w swojej strefie kontroli. Jeśli nie ma żadnego celu w strefie kontroli, to w tej turze nie robi nic.<br>9-10: Istota działa i porusza się normalnie.<br>Pod koniec każdej swojej tury, może wykonać rzut obronny na Mądrość. Sukces oznacza wyzwolenie się...<br><br>Podręcznik gracza str.284";"Druid"
"5";"BARIERA PRZECIW ŻYCIU";" Odpychanie, 5. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 3 metrów)";" W,S";" Koncentracja, do 1 godziny";" Na czas działania czaru, otaczasz się połyskliwą barierą o promieniu 3 metrów, która porusza się wraz z tobą i odgradza cię od istot innych niż nieumarli i konstrukty. <br><br>Powstrzymywana istota nie może przejść ani sięgnąć przez barierę. Może jednak atakować chronione osoby magią, bronią dalekosiężną lub dystansową.<br><br>Czar wygasa, jeśli twój ruch powoduje, że powstrzymywana istota jest zmuszona przejść przez barierę.";"Druid"
"5";"GEAS";" Uroki, 5. krąg";" 1 minuta";" 18 metrów";" W";" 30 dni";" Nakładasz magiczny nakaz na stworzenie. Nakaz ten może dotyczyć wykonanie czegoś albo powstrzymanie się przed wykonaniem czegoś. Jeśli cel zaklęcia cię rozumie, wykonuje rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje zauroczony na czas trwania zaklęcia. Otrzymuje 5k10 obrażeń psychicznych za każdym razem, kiedy działa w<br>sposób przeciwny do twojego polecenia, ale nie częściej niż raz dziennie. Istota, która nie rozumie twojego nakazu, nie zostaje nim objęta.<br><br>Możesz wydać dowolny nakaz z wyjątkiem działań, które prowadziłyby do śmierci zauroczonej istoty. Sformułowanie samobójczego nakazu, kończy działanie czaru. Możesz odwołać ten czar w ramach swojej akcji. Można go rozproszyć również zaklęciem: zdjęcie klątwy, większe przywrócenie lub życzenie.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 7. lub 8. kręgu, wydłużasz czas trwania do 1 roku. Przy wykorzystaniu komórki 9. kręgu, zaklęcie trwa póki nie zostanie zakończone jednym z wyżej wymienionych czarów.";"Druid"
"5";"MASOWE LECZENIE RAN";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wskazujesz punkt w zasięgu czaru, z którego rozchodzi się fala uzdrawiającej energii. Wybierz do 6 istot znajdujących się w sferze o promieniu 9m ze środkiem we wskazanym miejscu. Każda z nich odzyskuje punkty wytrzymałości w liczbie 3k8 + twój modyfikator z cechy bazowej. Zaklęcie nie działa na konstrukty i nieumarłych. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5., przywracasz dodatkowo 1k8PW.";"Druid"
"5";"KONTAKT Z NATURĄ";" Wieszczenie, 5. krąg (rytuał)";" 1 minuta";" Na siebie";" W, S";" Natychmiastowy";" Osiągasz chwilowy stan jedności z naturą i zyskujesz dzięki niej wiedzę o okolicy. Pod otwartym niebem, czar zapewnia ci wiedzę o terenie w promieniu 4.5 kilometra. W jaskiniach i innych naturalnych formacjach podziemnych promień ograniczony jest do 90 metrów. Zaklęcie nie działa w miejscach, w których naturalne formacje zastąpiono wytworzonymi konstrukcjami, na przykład w lochach i miastach.<br>Natychmiast poznajesz do trzech związanych z okolicą faktów, które dotyczą wybranych tematów spośród następujących:<br>*Teren i zbiorniki wodne,<br>*Dominujące minerały, zwierzęta, roślinność lub ludność,<br>*Potężni niebianie, fey, czarty, żywiołaki lub nieumarli,<br>*Wpływy innych sfer egzystencji,<br>*Budowle.<br>Przykładowo, możesz określić na danym obszarze miejsce przebywania potężnego nieumarłego, lokalizację większych źródeł wody pitnej oraz położenie pobliskich miast.";"Druid"
"5";"PLAGA OWADÓW";" Przywoływanie, 5. krąg";" 1 akcja";" 90 metrów";" W, S, M (kilka kryształków cukru, ziaren zboża,trochę tłuszczu)";" Koncentracja, do 10 minut";" Chmara wygłodniałej szarańczy kotłuje się, wypełniając sferę o promieniu 6m, z punktem wyjścia wskazanym przez ciebie w zasięgu czaru. Sfera rozprzestrzenia się za rogi i załomy. Szarańcza pozostaje w niej przez czas działania czaru, tworząc trudny teren o ograniczonej widoczności.<br><br>W momencie pojawiania się chmary szarańczy, każda znajdująca się w jej obrębie istota, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 4k10 obrażeń kłutych. Udany rzut obronny zmniejsza obrażenia o połowę. Rzut obronny musi także wykonać każde stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze lub kończące w nim swoją turę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krągpowyżej 5. zwiększasz zadawane obrażenia o 1k10.";"Druid"
"5";"PRZEBUDZENIE";" Przemiany, 5. krąg";" 8 godzin";" Dotyk";" W,SM, (agat o wartości co najmniej 1000sz, zużywany)";" Natychmiastowy";" Przez czas rzucania czaru, śledzisz magiczne ścieżki rozpięte wewnątrz drogocennego klejnotu. Następnie dotykasz zwierzęcia lub rośliny w rozmiarze Wielkim lub mniejszym. Cel zaklęcia musi mieć wartość Inteligencji nie większą niż 3 lub w ogóle nie posiadać tej cechy. Zyskuje on Inteligencję 10 wraz ze zdolnością mowy w jednym ze znanych ci języków. Jeżeli celem zaklęcia jest roślina, zyskuje zmysły analogiczne do ludzkich oraz możliwość poruszania kończynami, korzeniami, pnączami i podobnymi częściami. Statystyki odpowiednie dla przebudzonej rośliny wybiera MP, np. statystyki przebudzonego drzewa lub krzewu. <br><br>Przebudzona bestia lub roślina jest tobą zauroczona przez 30 dni lub do czasu, w którym ty lub twoi towarzysze wyrządzicie jej jakąkolwiek krzywdę.<br><br>Gdy kończy się zauroczenie, przebudzona istota decyduje, czy pozostanie ci przyjazna, zależnie od tego, jak ją traktowałeś. ";"Druid"
"5";"PRZYWOŁANIE ŻYWIOŁAKA";" Przywoływanie, 5. krąg";" 1 minuta";" 27 metrów";" W, S, M (płonące kadzidło dla powietrza, miękka glina dla ziemi, siarka i fosfor dla ognia lub woda z piaskiem dla wody)";" Koncentracja, do 1 godziny";" Wybierz obszar powietrza, ziemi, wody lub ognia<br>wypełniające sześcian o boku 3 metrów. Żywiołak o stopniu wyzwania nie większym niż 5, odpowiadający wybranemu obszarowi, pojawia się w obrębie 3 metrów. Istota znika, kiedy jego PW spadną do 0. Istota jest przyjazna tobie i twoim sprzymierzeńcom. Wykonujesz za nią rzut na inicjatywę. Jest posłuszna twoim poleceniom, dopóki są zgodne z jej charakterem. Jeśli nie wydasz jej polecenia, ogranicza się do obrony przed wrogami. Gdy twoja koncentracja zostanie przerwana, żywiołak nie znika, lecz tracisz nad nim kontrolę. Stworzenie staje się wrogie tobie i twoim sprzymierzeńcom, może też was zaatakować. Nie możesz odwołać niekontrolowanej istoty, znika dopiero godzinę po przywołaniu. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. maksymalny stopień wyzwania przywołanej istoty wzrasta o 1.";"Druid"
"5";"REINKARNACJA";" Przemiany, 5. krąg";" 1 godzina";" Dotyk";" W,S,M (rzadkie olejki i maści o wartości co najmniej 1000sz, zużywane)";" Natychmiastowy";" Dotykasz zwłok lub fragmentu ciała martwego humanoida. Jeśli umarł najdalej 10 dni temu, zaklęcie tworzy dla niego nowe, dorosłe ciało i wzywa duszę do jego zamieszkania. Jeśli dusza nie jest wolna ani chętna, zaklęcie się nie udaje. Nowe ciało jest tworem magii, więc z dużym prawdopodobieństwem będzie ono przynależeć do innej rasy. MP rzuca k100 i sprawdza, jaką formę przyjmie:<br>01-04 – Drakon, 47-52 – Gnom skalny<br>05-13 – Krasnolud wzgórzowy 53-56 – Półelf<br>14-21 – Krasnolud górski, 57- 60 – Półork<br>22-25 –Elf mroczny, 61-68–Niziołek lekkostopy<br>26-34 – Elf wysoki, 69-76 – Niziołek hardy<br>35- 42 – Elf leśny, 77-96 – Człowiek<br>43-46 – Gnom leśny,  97 -100 - Diabelstwo<br>Istota po reinkarnacji pamięta swoje poprzednie życie i doświadczenia. Zachowuje posiadane wcześniej umiejętności, przy czym wymienia swoją rasę i zmienia cechy i zdolności rasowe.";"Druid"
"5";"SFERALNE WIĄZANIE";" Odpychanie, 5. krąg";" 1 godzina";" 18 metrów";" W, S, M (klejnot o wartości co najmniej 1000 sz, zużywany przez zaklęcie)";" 24 godziny";" Zmuszasz czarta, fey, niebianina lub żywiołaka, by ci służył. Musi przebywać w zasięgu czaru. Pod koniec rzucania, cel wykonuje rzut obronny na Charyzmę. W przypadku niepowodzenia,zostaje zmuszony,by ci służyć. Jeżeli jest istotą przywołaną lub stworzoną za pomocą innego zaklęcia, to jego działanie zostaje wydłużone o czas sferalnego wiązania. Możesz rozkazać jej towarzyszyć ci, strzec jakiegoś miejsca albo dostarczyć wiadomość. Jest posłuszna twoim rozkazom, ale jeśli jest ci wroga, to będzie próbowała interpretować twoje wytyczne na swoją korzyść. Jeżeli istota ukończy wypełnianie twoich rozkazów przed końcem czaru, to wraca do ciebie powiadomić cię o tym, o ile znajduje się w tej samej sferze egzystencji. Jeżeli znajdujesz się w innej sferze, to istota powraca w miejsce swego magicznego związania i pozostaje tam do zakończenia czaru...<br><br>Podręcznik gracza str.262";"Druid"
"5";"SPACER MIĘDZY DRZEWAMI";" Przywoływanie, 5. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Zyskujesz możliwość wejścia w drzewo i przemieszczenia z niego do wnętrza innego drzewa tego samego gatunku, rosnącego nie dalej niż 150 metrów. Oba drzewa muszą być żywe i co najmniej twojego rozmiaru.<br><br>Aby wejść do drzewa, musisz wykorzystać 1,5 metra ruchu. Automatycznie poznajesz umiejscowienie wszystkich innych drzew tego samego gatunku w obrębie 150 metrów, a w ramach ruchu związanego z wejściem do drzewa możesz przejść do jednego z nich albo wyjść z tego, w którym przebywasz. Pojawiasz się w wybranym miejscu 1,5 metra od docelowego drzewa, co również kosztuje cię 1,5 metra ruchu.<br>Jeśli nie masz już możliwości ruchu, pojawiasz się 1,5 metra od drzewa, do którego wszedłeś.<br><br>Podczas działania czaru, możesz przemieścić się w ten sposób raz na rundę. Każdą turę musisz zakończyć poza drzewem.";"Druid"
"5";"ŚCIANA KAMIENIA";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (mała granitowa kostka)";" Koncentracja, do 10 minut";" Tworzysz magiczny mur o grubości 15 cm, który składa się z dziesięciu przylegających segmentów o wymiarach 3x3m. Możesz stworzyć też segmenty 3x6cm, grubości 7,5cm. Jeśli w momencie pojawiania się muru, przechodzi przez to miejsce istota, zostaje odepchnięta na jedną ze stron muru. Nie można otoczyć murem istoty, która zda rzut obronny na Zręczność i może ona w ramach reakcji przemieścić się. Ściana nie może przechodzić przez zajęte miejsca i musi łączyć się z istniejącą formą kamienną. Jeżeli tworzysz odcinek muru o długości większej niż 6m, musisz zmniejszyć o połowę rozmiar każdego segmentu, by stworzyć wzmocnienia. Możesz z grubsza uformować w murze blanki, np. strzelnicę.<br>Ścianę można uszkodzić lub zrobić w niej wyłom. Każdy segment posiada KP 15 oraz po 30 PW za każde 2,5 cm grubości. Segment, którego PW spadają do 0, zostaje zniszczony i może spowodować zapadnięcie się sąsiadujących segmentów, zależnie od decyzji MP. Jeśli utrzymasz koncentrację na zaklęciu przez 10 minut, to ściana utrwali się i nie będzie można jej rozproszyć. W innym przypadku zniknie, gdy zaklęcie dobiegnie końca.";"Druid"
"5";"WIĘKSZE PRZYWRÓCENIE";" Odpychanie, 5. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości co najmniej 100 sz, zużywany przez zaklęcie)";" Natychmiastowy";" Napełniasz dotkniętą istotę pozytywną energią i odwracasz jeden z osłabiających ją efektów, Możesz zmniejszyć jeden poziom jej zmęczenia albo zakończyć działanie jednego z poniższych efektów:<br><br>*Jednego efektu, który z spowodował jej zauroczenie lub skamienienie,<br><br>*Jednej klątwy, włączając w to połączenie z przeklętym magicznym przedmiotem,<br><br>*Dowolnego zmniejszenia wartości jednej z jej cech,<br><br>*Jednego efektu zmniejszającego jej maksymalne punkty wytrzymałości.";"Druid"
"5";"WIZJA";" Wieszczenie, 5. krąg";" 10 minut";" Na siebie";" W, S, M (fokus o wartości co najmniej 1000sz, taki jak kryształowa kula, srebrne lustro, lub misa z wodą święconą)";" Koncentracja, do 10 minut";" Jesteś w stanie zobaczyć i usłyszeć określoną istotę przebywającą w tej samej sferze egzystencji co ty. Cel musi wykonać rzut obronny na Mądrość, modyfikowany stopniem twojej znajomości celu i rodzajem fizycznego powiązania, które z nim posiadasz( str. 278). Jeżeli cel zdaje sobie sprawę, że rzucasz ten czar, może dobrowolnie poddać się obserwacji i ponosi automatyczną porażkę w rzucie obronnym. Udany rzut obronny = wieszczenie się nie udało, a ty nie możesz ponowić go na tej istocie przez najbliższe 24 godziny. W przypadku nieudanego rzutu, czar tworzy niewidzialny czujnik w obrębie 3 metrów od celu. Możesz patrzeć i słuchać za jego pośrednictwem, tak jakbyś tam był...<br><br>Podręcznik gracza str.279";"Druid"
"5";"ZARAZA";" Nekromancja, 5. krąg";" 1 akcja";" Dotyk";" W, S";" 7 dni";" Wykonaj atak wręcz czarem przeciw stworzeniu w twojej strefie ataku. Przy trafieniu cel zostaje zatruty. Na koniec każdej swojej tury, zatruty cel zaklęcia musi wykonać rzut obronny na Kondycję. Po trzecim sukcesie, przestaje być zatruty, a zaklęcie się kończy. Jeśli cel poniesie trzy porażki, przestaje być zatruty, a ty wybierasz jedną z poniższych chorób. Cel ma ją do końca czasu trwania czaru. Zaklęcie wywołuje naturalnie występującą chorobę, zatem działają na nią zaklęcia i magiczne efekty usuwające choroby lub łagodzące ich przebieg. <br>*Leproza gnilna<br>*Ogień umysłu<br>*Plugawica <br>*Wstrząsówka<br>*Zaćma bolesna <br>*Wybroczność<br><br>Podręcznik gracza str.285";"Druid"
"6";"ODNALEZIENIE ŚCIEŻKI";" Wieszczenie, 6. krąg";" 1 minuta";" Na siebie";" W, S, M (zestaw do wróżenia o wartości co najmniej 100sz – np.: kości, pałeczki z kości słoniowej, karty, zęby lub rzeźbione runy oraz przedmiot z miejsca, którego poszukujesz)";" Koncentracja, do 1 dnia";" Ten czar umożliwia ci znalezienie najkrótszej i najprostszej fizycznej drogi do określonej, znanej ci lokacji, położonej w twojej sferze egzystencji. Jeśli jako cel wskażesz miejsce znajdujące się w innej sferze, ruchome (na przykład latającą fortecę) bądź niekonkretne (na przykład ,,leże zielonego smoka), to zaklęcie nie zadziała.<br><br>Póki przebywasz w tej samej sferze egzystencji, co lokacja docelowa, przez cały czas trwania czaru masz świadomość, w jakim kierunku oraz jak daleko leży to miejsce. Gdy w trakcie podroży do niego musisz wybierać drogę, automatyczne wiesz, która jest najkrótsza i najprostsza, choć niekoniecznie najbezpieczniejsza.";"Druid"
"6";"PODRÓŻ PRZEZ ROŚLINY";" Przywoływanie, 6. krąg";" 1 akcja";" 3 metry";" W, S";" 1 runda";" Przy pomocy tego czaru, tworzysz magiczne powiązanie między Dużą lub większą, nieruchomą rośliną w zasięgu czaru, i inną, położoną dowolnie daleko w tej samej sferze egzystencji.<br><br>Aby móc wybrać roślinę docelową, musiałeś ją kiedyś chociaż raz zobaczyć lub dotknąć.<br><br>Przez czas trwania czaru, każda istota może wkroczyć do zaczarowanej rośliny i wyjść z powiązanej z nią rośliny w miejscu docelowym, co kosztuje ją 1,5m szybkości.";"Druid"
"6";"PORUSZENIE ZIEMI";" Przemiany, 6. krąg";" 1 akcja";" 36 metrów";" W, S, M (żelazne ostrze i woreczek z mieszanką gliny,iłu i piasku)";" Koncentracja, do 2 godzin";" Podczas działania czaru możesz dowolnie kształtować ziemię, piasek lub glinę na obszarze do 12 metrów. Rozmiar żadnej ze stosowanych zmian (kolumna, obniżenie gruntu, stworzenie lub wypełnienie rowu, wzniesienie lub zrównanie z powierzchnią ziemi muru, itp.), nie może przekraczać połowy największego wymiary tego obszaru. Jeśli zatem obejmujesz czarem kwadrat o boku 12 metrów, możesz wznieść na nim kolumnę o wysokości do 6 metrów. Zmiany<br>trwają 10 minut. Na początku każdych 10 minut spędzonych na koncentracji na tym zaklęciu, możesz wybrać nowy obszar, który chcesz zmienić. Teren przekształca się powoli, zatem w ten sposób raczej nie zdołasz nikogo uwięzić ani zranić poruszającą się ziemią.<br><br>Zaklęcie nie może wpływać na naturalny kamień lub kamienne konstrukcje. Skały i struktury dopasowują się do zmienionego obszaru. Jeżeli przekształcenie terenu spowodowałoby niestabilność struktury, to może się ona zawalić. Czarem tym nie wpłyniesz też bezpośrednio na rośliny. Przemieszczają się one wraz z poruszaną ziemią.";"Druid"
"6";"PROMIEŃ SŁOŃCA";" Wywoływanie, 6. krąg";" 1 akcja";" Na siebie (prosta o długości 18 metrów)";" W, S, M (szkło powiększające)";" Koncentracja, do 1 minuty";" Snop jasnego światła wystrzeliwuje z twojej dłoni, tworząc prostą o długości 18 metrów i szerokości 1,5 metra. Każde stworzenie na jego drodze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 6k8 obrażeń od światłości i zostaje oślepione do twojej następnej tury. Przy udanym rzucie, otrzymuje połowę tych obrażeń i nie zostaje oślepione. Nieumarli i szlamy mają utrudnienie w tym rzucie obronnym.<br><br>W czasie działania czaru, w każdej swojej turze możesz wykorzystać akcję, aby stworzyć nowy snop światła.<br><br>Podczas trwania czaru, w twojej dłoni świeci odrobiona olśniewającego blasku. Zapewnia ona jasne światło o promieniu 9 metrów oraz słabe w promieniu kolejnych 9 metrów. Jest to światło słoneczne.";"Druid"
"6";"PRZYWOŁANIE FEY";" Przywoływanie, 6. krąg";" 1 minuta";" 27 metrów";" W, S";" Koncentracja, do 1 godziny";" Przywołujesz fey o stopniu wyzwania nie większym niż 6, albo ducha fey, który przyjmuje formę zwierzęcia o stopniu wyzwania nie większym niż 6. Istota pojawia się w wolnej przestrzeni, którą widzisz w zasięgu czaru. Znika, kiedy jej PW spadają do 0, lub gdy czar dobiega końca. Istota jest przyjazna tobie i twoim sprzymierzeńcom. Wykonujesz za nią rzut na inicjatywę, gdyż działa w swoich własnych turach. Jest posłuszna twoim słownym poleceniom, dopóki są zgodne z jej charakterem (nie zużywają one twojej akcji). Jeśli nie wydasz polecenia, przywołana istota ogranicza się do obrony przed wrogami, ale nie wykonuje innych akcji. Gdy twoja koncentracja zostanie przerwana, fey nie znika, lecz tracisz nad nim kontrolę. Stworzenie staje się wrogie tobie i twoim sprzymierzeńcom, może też was zaatakować. Nie możesz odwołać niekontrolowanej istoty - znika ona dopiero godzinę po przywołaniu. MP dysponuje statystykami przywołanych fey. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6., maksymalny stopień wyzwania przywołanej istoty wzrasta o 1.";"Druid"
"6";"SPACER NA WIETRZE";" Przemiany, 6. krąg";" 1 minuta";" 9 metrów";" W,S,M (ogień i woda święcona)";" 8 godzin";" Ty i maksymalnie 10 przychylnych istot, które widzisz w zasięgu czaru, przyjmujecie na czas jego działania formę gazową i wygląd strzępów obłoku. Przebywając w tej formie, latasz z szybkością 90 metrów i masz odporność na obrażenia z niemagicznych broni. Jedyne akcje, jakie możesz wykonać w tej formie to Sprint, albo powrót do swojej normalnej postaci. Zmiana trwa 1 minutę, podczas której jesteś obezwładniony i nie możesz wykonywać ruchu. Do końca trwania czaru, możesz powrócić do formy gazowej, co również wymaga jednominutowej przemiany.<br><br>Jeżeli w momencie zakończenia zaklęcia latasz w formie gazowej, to przez 1 minutę zniżasz się z szybkością 18 metrów na runę, aż do bezpiecznego lądowania. Jeżeli nie możesz<br>w ten sposób wylądować w ciągu minuty, to spadasz z pozostałej do przebycia wysokości.";"Druid"
"6";"ŚCIANA CIERNI";" Przywoływanie, 6. krąg";" 1 akcja";" 36 metrów";" W,S, M (garść kolców)";" Koncentracja, do 10 minut";" Przywołujesz ścianę twardych, sprężystych i splątanych zarośli, najeżonych ostrymi jak brzytwa cierniami. Ściana pojawia się na stałej powierzchni. Możesz stworzyć ścianę o długości do 18 metrów, wysokości do 10 metrów i grubości 1,5 metra, albo okrąg o średnicy do 6 metrów, wysokości do 6 metrów i grubości 1,5 metra. Ściana blokuje pole widzenia.<br>W momencie pojawienia się ściany, każde stworzenie na jej obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 7k8 obrażeń kłutych. Udany rzut zmniejsza obrażenia o połowę. Stworzenie może poruszać się przez ścianę, choć jest to spowolnione i bolesne. Na każdy przebyty metr, musi poświęcić 4 metry szybkości. Ponadto, wchodząc w obszar ściany pierwszy raz w swojej turze lub kończąc w nim swoją turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 7k8 obrażeń kłutych. Udany rzut zmniejsza obrażenia o połowę. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6., zwiększasz oba typy obrażeń o 1k8.";"Druid"
"6";"UCZTA BOHATERÓW";" Przywoływanie, 6. krąg";" 10 minut";" 9 metrów";" W, S, M (misa wysadzana klejnotami o wartości co najmniej 1000sz, zużywana przez zaklęcie)";" Natychmiastowy";" Urządzasz wspaniały bankiet, pełen doskonałego jadła i napitku. Uczta trwa 1 godzinę, po czym wszystko znika. Korzystne efekty posiłku zaczynają działać dopiero po upływie tej godziny. W uczcie może uczestniczyć 12 istot.<br><br>Uczestnik uczty zyskuje kilka korzyści:<br>*Zostaje uleczony ze wszystkich chorób i trucizn,<br>*Staje się niepodatny na trucizny i przerażenie,<br>*Ma ułatwienie we wszystkich rzutach obronnych na Mądrość.<br><br>Jego maksymalne PW zwiększają się o 2k10, odzyskuje także taką samą liczbę PW.<br><br>Efekty uczty utrzymują się przez 24 godziny.";"Druid"
"6";"ULECZENIE";" Wywoływanie, 6. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wybierasz stworzenie, które widzisz w zasięgu czaru. Opływa je strumień pozytywnej energii sprawiający, ze odzyskuje ono 70 PW.<br><br>Oprócz tego, czar usuwa ślepotę, głuchotę i wszystkie choroby leczonej istoty.<br><br>Zaklęcie nie działa na konstrukty i nieumarłych.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6. zwiększasz liczbę przywracanych PW o 10.";"Druid"
"7";"BURZA OGNIA";" Wywoływanie, 7. krąg";" 1 akcja";" 45 metrów";" W, S";" Natychmiastowy";" Burza ryczących płomieni pojawia się we wskazanym przez ciebie miejscu w zasięgu czaru. Obszar działania czaru składa się z maksymalnie dziesięciu 3-metrowych sześcianów, które możesz dowolnie rozmieścić, przy czym każdy sześcian musi stykać się co najmniej z jedną ścianą z innym sześcianem. Istoty na obszarze działania czaru, muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymują 7k10 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.<br><br>Ogień uszkadza obiekty na obszarze działania czaru i podpala łatwopalne przedmioty, które nie są przez kogoś trzymane lub noszone. Możesz zadecydować, czy na jego działanie będą podatne rośliny.";"Druid"
"7";"MIRAŻ";" Iluzje, 7. krąg";" 10 minut";" Wzroku";" W, S";" 10 dni";" Sprawiasz, że teren na obszarze nie większym niż kwadrat o boku 1,5 km w wyglądzie, brzmieniu, zapachu, a nawet dotyku, robi wrażenie terenu innego rodzaju. Pole albo droga mogą wydać się bagniskiem, wzgórzem, rozpadliną lub innym trudnym albo wręcz nieprzebytym terenem. Staw możesz skryć pod iluzją wonnej łąki, przepaść pokazać jako łagodny stok, skalisty wąwóz może zostać szeroką i równą drogą. W ten sam sposób możesz zmieniać wygląd budynków, lub stworzyć ich iluzje tam, gdzie ich nie było. Zaklęciem tym jednak nie możesz zmienić, ukryć ani dodać żadnych stworzeń.<br><br>Iluzja oszukuje słuch, wzrok, dotyk i węch, dlatego może zmienić zwyczajną okolicę w trudny teren (i odwrotnie), bądź w inny sposób spowolnić podróż po nim. Elementy iluzorycznego terenu (jak kamień czy patyk) natychmiast znikają, jeśli usunie się je z obszaru działania czaru.<br><br>Istota ze zdolnością prawdziwego widzenia potrafi przejrzeć iluzję i widzi prawdziwy teren, lecz wszystkie pozostałe iluzoryczne wrażenia pozostają w mocy, zatem mimo świadomości iluzji, taka istota nadal może fizycznie wchodzić z nią w interakcje.";"Druid"
