"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Czarownik"
"8";"DEMISFERA";" Przywoływanie, 8. krąg";" 1 akcja";" 18 metrów";" S";" 1 godzina";" Tworzysz cieniste drzwi na płaskiej, twardej powierzchni, którą widzisz w zasięgu czaru. Są one wystarczająco duże, aby bez przeszkód mogła przez nie przejść istota rozmiaru Średniego. Po otwarciu drzwi można dostać się do demisfery wyglądającej jak pusty pokój w kształcie sześcianu o boku 9 metrów, wykonany z drewna lub kamienia. Pod koniec trwania czaru drzwi znikają, a istoty i obiekty znajdujące się w demisferze zostają tam uwięzione, gdyż drzwi znikają również od środka.<br><br>Za każdym razem, gdy rzucasz to zaklęcie, tworzysz nową demisferę, albo łączysz cieniste drzwi z demisferą stworzoną przez ciebie ostatnio. Co więcej, jeżeli znasz naturę i<br>zawartość demisfery stworzonej tym zaklęciem przez kogoś innego, to możesz stworzyć cieniste drzwi do jego demisfery.";"Czarownik"
"8";"DOMINACJA NAD POTWOREM";" Uroki, 8. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 godziny";" Jeśli stworzenie, które widzisz w zasięgu, nie zda rzutu obronnego na Mądrość, zostanie zauroczone. Ma ułatwienie, jeśli akurat walczyło z tobą lub twoimi sojusznikami. Gdy cel jest zauroczony, łączy was telepatyczna więź, dopóki przebywacie w tej samej sferze egzystencji. Będąc przytomnym, możesz dzięki tej więzi bez użycia akcji, wydawać telepatyczne polecenia zauroczonemu stworzeniu. Możesz posłużyć się prostym i ogólnym rozkazem, np. „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli stworzenie po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad zauroczonym stworzeniem całkowitą kontrolę. Do końca twojej następnej tury, będzie ono wówczas wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone stworzenie otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 9. kręgu, wydłużasz maksymalny czas trwania do 8 godzin (przy koncentracji).";"Czarownik"
"8";"ELOKWENCJA";" Przemiany, 8. krąg";" 1 akcja";" Na siebie";" W";" 1 godzina";" W trakcie działania czaru możesz podczas testów Charyzmy możesz zamienić wynik rzutu na 15. Ponadto, niezależnie od tego, co mówisz, magia służąca do określania prawdomównośći <br>wskazuje, że mówisz prawdę.";"Czarownik"
"8";"OSŁABIENIE UMYSŁU";" Uroki, 8. krąg";" 1 akcja";" 45 metrów";" W, S, M (garść kulek z gliny, kryształu, szkła lub minerałów)";" Natychmiastowy";" Uderzasz w umysł istoty, którą widzisz w zasięgu czaru, próbując rozbić w pył jej intelekt i osobowość. Cel otrzymuje 4k6 obrażeń psychicznych i musi wykonać rzut obronny na<br>Inteligencję. <br><br>W przypadku niepowodzenia jego Inteligencja i Charyzma przyjmują wartość 1. W tym stanie cel nie może rzucać zaklęć i aktywować magicznych przedmiotów. Nie rozumie języków i nie potrafi porozumieć się w zrozumiały sposób, ale rozpoznaje swoich przyjaciół i jest w stanie za nimi podążać, a nawet ich bronić.<br><br>Na koniec każdych 30 dni cel zaklęcia może ponowić rzut obronny. W przypadku powodzenia, zaklęcie się kończy. Czar można również zakończyć przy pomocy większego przywrócenia, uleczenia lub życzenia.";"Czarownik"
"8";"SŁOWO MOCY 'STÓJ'";" Uroki, 8. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";" Wypowiadasz słowo mocy przytłaczające umysł istoty, którą widzisz w zasięgu czaru, i wprawiasz ją w osłupienie. Jeżeli ma do 150 PW, zostaje ogłuszona. W przeciwnym wypadku zaklęcie nie przynosi efektu.<br><br>Ogłuszona istota pod koniec każdej swojej tury wykonuje rzut obronny na Kondycję. Sukces wyzwala ją z efektu ogłuszenia.";"Czarownik"
"9";"PRAWDZIWA POLIMORFIA";" Przemiany, 9. krąg";" 1 akcja";" 9 metrów";" W, S, M (kropla rtęci, łyżka gumy arabskiej i smużka dymu)";" Koncentracja, do 1 godziny";" Wybierz jedną istotę lub jeden niemagiczny obiekt (musi mieć powyżej 0 PW), który widzisz w zasięgu czaru. Przekształcasz istotę w inną istotę, istotę w niemagiczny obiekt, albo obiekt w istotę (nie może on być jednak noszony ani trzymany przez inne stworzenie). Przemiana trwa przez cały czas działania czaru, albo do chwili, w której cel umrze lub jego PW spadną do 0. Jeżeli koncentrujesz się przez pełną godzinę, to  przemiana się utrwala i zakończy się w momencie rozproszenia czaru. <br><br>Zaklęcie nie działa na zmiennokształtnych i na istoty mające 0 punktów wytrzymałości. Istota opierająca się zaklęciu musi wykonać udany rzut obronny na Mądrość. Możliwe przekształcenia (dokładny opis na str. 250):<br>*Istota w istotę.<br>*Obiekt w istotę.<br>*Istota w obiekt.";"Czarownik"
"9";"PROFETYZM";" Wieszczenie, 9. krąg";" 1 minuta";" Dotyk";" W, S, M (pióro kolibra)";" 8 godzin";" Dotykasz przychylnej istoty i obdarzasz ją ograniczoną zdolnością spoglądania w najbliższą przyszłość. Przez czas trwania czaru nie będzie można jej zaskoczyć i będzie miała ułatwienie w testach ataku, w testach cech i w rzutach obronnych. Ponadto, przez ten czas inni będą mieli utrudnienie w testach ataku przeciwko niej.<br><br>Zaklęcie kończy się natychmiast, jeśli przed jego<br>wygaśnięciem rzucisz je ponownie.";"Czarownik"
"9";"PROJEKCJA ASTRALNA";" Nekromancja, 9. krąg";" 1 godzina";" 3 metry";" W, S, M (jacynt o wartości co najmniej 1000sz oraz sztabka srebra o wartości co najmniej 100sz – na 1 istotę)";" Specjalny";" Ty i do ośmiu przychylnych ci istot przenosicie swoje ciała astralne do Sfery Astralnej. Zostawiasz swoje ciało fizyczne nieprzytomne, w stanie zawieszonych czynności życiowych. Za twoim ciałem astralnym ciągnie się spomiędzy łopatek srebrzysty sznur, łączący cię z twoim fizycznym ciałem i znikający w przestrzeni za tobą. Dzięki niemu, możesz odnaleźć drogę do domu, jeśli zostanie przerwany-umierasz.<br>Twoja forma astralna może swobodnie przechodzić przez portale do innych sfer. To odrębne wcielenie-obrażenia lub cokolwiek innego, nie mają wpływu na twoją fizyczną formę...<br><br>Podręcznik gracza str.251";"Czarownik"
"9";"SŁOWO MOCY 'GIŃ'";" Uroki, 9. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";" Wypowiadasz słowo mocy, zmuszając istotę, którą widzisz w zasięgu, by natychmiast umarła.<br><br>Jeżeli wybrana istota ma do 100 PW, ginie na miejscu. W przeciwnym wypadku zaklęcie nie przynosi efektu.<br>";"Czarownik"
"9";"UWIĘZIENIE";" Odpychanie, 9. krąg";" 1 minuta";" 9 metrów";" W, S, M (podobizna na welinie lub rzeźbiona figurka przedstawiająca cel zaklęcia oraz specjalny komponent o wartości co najmniej 500 sz za każdą Kość Wytrzymałości celu)";" Do rozproszenia";" Tworzysz magiczne więzy trzymające istotę, którą widzisz w zasięgu czaru. Cel zaklęcia musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje spętany zaklęciem. Udany rzut oznacza, że cel jest niepodatny na to zaklęcie, jeśli rzucisz je ponownie. Objęta działaniem czaru<br>istota nie musi oddychać, jeść i pić, a także się nie starzeje. Nie można jej namierzyć ani dostrzec magią wieszczenia. Gdy rzucasz ten czar, wybierasz jeden z rodzajów uwięzienia (dokładny opis na str 276): Izolatka, Miniaturowa cela, Pogrzebanie, Spętanie, Wieczny sen.";"Czarownik"
"1";"BLASK FAERIE (Arcyfey)";" Wywoływanie, 1. krąg";" 1 akcja";" 18 metrów";" W";" Koncentracja, do 1 minuty";" Koncentracja, do 1 Każdy obiekt w sześcianie o boku 6 metrów w zasięgu czaru, zostaje spowity niebieskim, zielonym lub czarownym światłem (ty wybierasz kolor). Istoty znajdujące się w obszarze działania w chwili rzucania zaklęcia, również zostają podświetlone, jeśli nie zdadzą rzutu obronnego na Zręczność. Przez okres trwania czaru, od tych istot i obiektów emanuje na 3 metry słabe światło.<br><br>Obiekty i istoty znajdujące się pod wpływem zaklęcia nie czerpią żadnych korzyści ze swojej niewidzialności, a ataki przeciwko nim są przeprowadzane z ułatwieniem, jeśli napastnik jest w stanie zobaczyć cel.minuty";"Czarownik"
"1";"UŚPIENIE (Arcyfey)";" Uroki, 1. krąg";" 1 akcja";" 27 metrów";" W, S, M (szczypta piasku, różane płatki lub świerszcz)";" 1 minuta";" Tym zaklęciem sprawiasz, że objęte nimi istoty pogrążają się w magicznym śnie. Rzuć 5k8, by określić łączną pulę punktów wytrzymałości stworzeń, które obejmie zaklęcie. Czar działa na istoty znajdujące się w obrębie 6m od wskazanego punktu w zasięgu, w kolejności rosnącej według aktualnie posiadanych PW (z pominięciem istot nieprzytomnych).<br><br>Poczynając od istoty mającej najmniej aktualnych PW, wszystkie kolejne objęte tym czarem padają nieprzytomne i śpią do momentu wygaśnięcia czaru, otrzymania obrażeń albo do chwili, w której ktoś przeznaczy swoją akcję na obudzenie ich potrząśnięciem lub uderzeniem. Odejmij od puli PW każdej objętej już istoty, przed przejściem do kolejnej. Aby czar zadziałał na kolejną istotę, jej aktualne PW muszą mieścić się w pozostałej jeszcze puli punktów.";""
"2";"UROJONA SIŁA (Arcyfey)";" Iluzje, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (trochę runa)";" Czas trwania: Koncentracja, do 1 minuty";" Wywołujesz iluzję w umyśle istoty, którą widzisz. Musi ona wykonać rzut obronny na Inteligencję. W przypadku niepowodzenia, tworzysz urojony obiekt, stworzenie lub inne zjawisko, które nie jest większe niż sześcian o boku 3m i widoczne tylko dla istoty będącej celem czaru. Zaklęcie nie działa na konstrukty i nieumarłych. Halucynację obejmuje również dźwięk, temperaturę i inne bodźce odbierane jedynie przez zaczarowaną istotę. Cel zaklęcia może przeznaczyć<br>swoją akcję na zbadanie widziadła i wykonanie testu Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Sukces oznacza, że rozpoznał iluzję i czar dobiega końca. Istota znajdująca się pod wpływem zaklęcia, traktuje jego wytwór jako realny. Próbuje racjonalizować jakiekolwiek luki w logice pojawiające się w interakcji z widziadłem. Omamiona istota jest tak pewna iluzorycznego tworu, że może nawet otrzymać od niego obrażenia. W każdej rundzie w twojej turze widziadło może zadać 1k6 obrażeń psychicznych omamionej istocie, jeśli znajduje się ona na jego obszarze lub w obrębie 1,5m od niego...<br><br>Podręcznik gracza str.275";"Czarownik"
"2";"WYCISZENIE EMOCJI (Arcyfey)";" Uroki, 2. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz stłumić silne emocje u grupy osób. Każdy humanoid znajdujący się w obszarze sfery o promieniu 6m wokół wybranego przez ciebie punktu w zasięgu czaru musi wykonać rzut obronny na Charyzmę, przy czym może<br>zdecydować się na porażkę w tym rzucie. W przypadku niepowodzenia wybierasz jeden z dwóch poniższych efektów.<br>*Możesz stłumić dowolny efekt powodujący zauroczenie lub przerażenie celu. Gdy twoje zaklęcie przestanie działać, wygaszony efekt powraca, o ile w międzyczasie sam nie dobiegł końca.<br>*Drugi efekt czaru sprawia , że jego cel staje się obojętny na wybrane istoty, wobec których był wrogi. Obojętność ta skończy się, gdy cel zaklęcia zostanie zaatakowany, skrzywdzony czarem lub gdy będzie świadkiem krzywdzenia jego przyjaciół. Gdy czar dobiega końca, uspokojona istota ponownie staje się wroga, chyba że MP zdecyduje inaczej.";"Czarownik"
"3";"MIGNIĘCIE (Arcyfey)";" Przemiany, 3. krąg";" 1 akcja";" Na siebie";" W, S";" 1 minuta";" W czasie trwania czaru pod koniec każdej swojej tury rzucasz k20. Gdy wypadnie co najmniej 11, znikasz ze sfery egzystencji, w której przebywałeś, i pojawiasz się w Sferze Eterycznej. (Czar nie działa, a jego komórka zostaje zużyta, jeśli znajdujesz się tam w chwili rzucania). Na początku twojej następnej tury i na koniec czasu trwania zaklęcia, jeśli przebywasz w Sferze Eterycznej, powracasz na wybrane przez siebie wolne miejsce, które widzisz w obrębie 3 metrów od punktu swojego zniknięcia. Jeśli na tym obszarze nie ma wolnego miejsca, pojawiasz się w najbliższym dostępnym (ustalanym losowo, jeśli dwa wolne miejsca są jednakowo blisko). W ramach swojej akcji możesz zakończyć zaklęcie. <br><br>Przebywając w Sferze Eterycznej, widzisz i słyszysz, co się dzieje w sferze, z której przybyłeś, choć obraz ten jawi się w szarych barwach i widzisz jedynie na odległość 18 metrów. Możesz wchodzić w interakcje jedynie z istotami również przebywającymi w Sferze Eterycznej. Istoty ze sfery, z której zniknąłeś, nie mogą cię dostrzec ani wejść z tobą w interakcję, chyba że dysponują pozwalającą na to zdolnością.";"Czarownik"
"3";"ROZROST ROŚLIN (Arcyfey)";" Przemiany, 3. krąg";" 1 akcja lub 8 godzin";" 45 metrów";" W, S";" Natychmiastowy";" Przy pomocy tego zaklęcia, wzmagasz siły życiowe roślinności na określonym obszarze. Możesz to zrobić na dwa sposoby, zapewniając jej natychmiastowe lub długoterminowe korzyści.<br>Jeśli rzucasz to zaklęcie, używając pojedynczej akcji podstawowej, wybierz punkt w jego zasięgu. Zwyczajna roślinność w promieniu 30 metrów od niego, stanie się wybujała i przerośnięta. Stworzenia podróżujące przez ten obszar, muszą zużyć 4 metry szybkości, by przemieścić się o 1 metr.<br><br>W obrębie obszaru obejmowanego zaklęciem, możesz wskazać dowolnego rozmiaru strefy, które wyłączasz spod jego działania.<br><br>Jeżeli rzucasz to zaklęcie przez 8 godzin, użyźniasz ziemię w okolicy. Roślinność w promieniu 750 metrów od wskazanego<br>punktu w zasięgu czaru, zostaje na 1 rok wyjątkowo odżywione. Podczas zbiorów, wyda dwa razy większe plony niż zwykle.";"Czarownik"
"4";"DOMINACJA NAD BESTIĄ (Arcyfey)";" Uroki, 4. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Jeśli bestia nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. <br>Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonemu zwierzęciu. Możesz posłużyć się prostym i<br>ogólnym rozkazem, takim jak: ,,Zaatakuj go, ,,Pobiegnij tam'' czy ,,Przynieś tamten przedmiot. Jeśli zwierzę po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad, zauroczonym zwierzęciem całkowitą kontrolę. Do końca twojej następnej tury, będzie wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją...<br><br>Podręcznik gracza str.219";"Czarownik"
"4";"WIĘKSZA NIEWIDZIALNOŚĆ (Arcyfey)";" Iluzje, 4. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 minuty";" Dotknięta przez ciebie istota, staje się niewidzialna na czas trwania czaru. Całe wyposażenie, jakie nosi lub ma przy sobie cel zaklęcia, jest niewidzialne, dopóki nie opuści jego posiadania.";"Czarownik"
"5";"DOMINACJA NAD OSOBĄ (Arcyfey)";" Uroki, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz owładnąć umysł humanoidalnej istoty. Jeśli nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonej istocie. Może to być prosty i ogólny rozkaz: „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli istota po wypełnieniu zadania nie otrzyma kolejnego, będzie ograniczała się do obrony własnej. W ramach swojej akcji możesz przejąć całkowitą kontrolę nad zauroczoną istotą. Do końca twojej następnej tury, będzie wykonywała tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić ją też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolona istota otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. <br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 7. kręgu – do 1 godziny, a wykorzystując komórkę 9. lub wyższego kręgu – do 8 godzin (przy koncentracji).";"Czarownik"
"5";"POZORY (Arcyfey)";" Iluzje, 5. krąg";" 1 akcja";" 9 metrów";" W, S";" 8 godzin";" Zmieniasz wygląd dowolnej liczby istot w zasięgu czaru. Cel zaklęcia może wykonać rzut obronny na Charyzmę, aby oprzeć się zaklęciu. Udany rzut niweluje działanie. Iluzja nie może przedstawiać ciała innego rodzaju, więc musisz działać w granicach jego kształtu, a tym samym, trzymać się pierwotnego rozmieszczenia kończyn. Poza tym, twoje możliwości ogranicza jedynie twoja inwencja. Iluzja będzie trwała przez cały czas działania czaru, chyba że wykorzystasz swoją akcję, by wygasić ją wcześniej.<br><br>Zmiany spowodowane tym zaklęciem nie wpływają na interakcje fizyczne. Przykładowo, jeśli strój wybranej osoby wzbogacisz o iluzoryczny kapelusz, inne przedmioty będą przez niego przenikać, a dotykająca go osoba nie  poczuje pod palcami nic, albo wymaca głowę i włosy noszącej go osoby. Jeśli użyjesz tego zaklęcia, by wydać się szczuplejszym, niż jesteś, to sięgająca ku tobie dłoń zderzy się z tobą, choć<br>będzie wyglądać, jakby właściciel zatrzymał ją w powietrzu. Istota może w ramach swojej akcji zbadać cel objęty iluzją i wykonać test Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Jeśli jej się powiedzie, zorientuje się, że cel jest przebrany.";""
"1";"PŁONĄCE DŁONIE (Czart)";" Wywoływanie, 1. krąg";" 1 akcja";" Na siebie (stożek o długości 4,5 metra)";" W, S";" Natychmiastowy";" Wyciągasz przed siebie rozczapierzone palce dłoni złączonych kciukami, bucha z nich wachlarz płomieni. Każda istota znajdująca się na obszarze stożka o długości 4,5 metra, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 3k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Ogień stworzony tym czarem podpala łatwopalne obiekty, które nie są przez nikogo noszone ani trzymane<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k6.";"Czarownik"
"1";"ROZKAZ (Czart)";" Uroki, 1. krąg";" 1 akcja";" 18 metrów";" W";" 1 runda";" Istota musi ona wykonać udany rzut obronny na Mądrość albo w swojej następnej turze wypełnić twoje polecenie. Zaklęcie nie działa na nieumarłych oraz istoty nierozumiejące twojego języka. Nie odniesie również skutku, jeśli wykonanie go będzie bezpośrednio zagrażało zauroczonej istocie. Poniżej kilka typowych rozkazów. Możesz wydać inne, wówczas MP określa sposób zachowania istoty. Jeżeli cel nie jest w stanie wykonać rozkazu, to zaklęcie się kończy. Podejdź. Przemieszcza się w twoim kierunku najkrótszą i najbardziej bezpośrednią drogą, a gdy znajdzie się 1,5m od ciebie, jego tura się kończy. Puść. Wypuszcza trzymane rzeczy, a jego tura dobiega końca Uciekaj. Cel zaklęcia przeznacza swoją turę na to, by jak najszybciej oddalić się od ciebie. Padnij. Pada powalony na ziemię, a jego tura się kończy. Zatrzymaj się. Cel zaklęcia nie przemieszcza się i nie wykonuje żadnych akcji... <br>Podręcznik gracza str.259 ";"Czarownik"
"2";"GŁUCHOTA/ŚLEPOTA (Czart)";" Nekromancja, 2. krąg";" 1 akcja";" 9 metrów";" W";" 1 minuta";" Możesz pozbawić przeciwnika wzroku lub słuchu. Wybierasz istotę, którą widzisz w zasięgu czaru, musi ona wykonać rzut obronny na Kondycję. W przypadku niepowodzenia staje się oślepiona albo ogłuchła (zgodnie z twoim wyborem), na czas działania zaklęcia. Może ponawiać rzut obronny na Kondycję pod koniec każdy swoje tury, a gdy odniesie sukces, wyzwala się spod działania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. możesz objąć tym zaklęciem dodatkową istotę.";"Czarownik"
"2";"WYPALAJĄCY PROMIEŃ (Czart)";" Wywoływanie, 2. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Tworzysz 3 ogniste promienie i strzelasz nimi w stworzenia w zasięgu czaru. Możesz wszystkie skierować w ten sam cel lub w różne cele.<br><br>Wykonaj atak dystansowy czarem, osobny dla każdego promienia. Przy trafieniu cel otrzymuje 2k6 obrażeń od ognia.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 3. tworzysz dodatkowy promień.";"Czarownik"
"3";"KULA OGNIA (Czart)";" Wywoływanie, 3. krąg";" 1 akcja";" 45 metrów";" W, S, M (niewielka kulka nietoperzowego guana i siarki)";" Natychmiastowy";" Z twojego palca wskazującego wystrzeliwuje jasna smuga, która we wskazanym miejscu w zasięgu czaru z rykiem rozwija się w ognistą eksplozję. Każda istota znajdująca się w obrębie sfery o promieniu 6 metrów ze środkiem we wskazanym punkcie musi wykonać rzut obronny na Zręczność.  W przypadku niepowodzenia otrzymuje 8k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.<br><br>Ogień rozprzestrzenia się za rogi i załomy. Podpala łatwopalne obiekty, które nie są trzymane ani noszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k6.";"Czarownik"
"3";"ŚMIERDZĄCA CHMURA (Czart)";" Przywoływanie, 3. krąg";" 1 akcja";" 27 metrów";" W, S, M (zgniłe jajo lub kilka liści skupni)";" Koncentracja, do 1 minuty";" Przywołujesz chmurę żółtego, obrzydliwego gazu, która przyjmuje kształt kuli o średnicy 6m i środka we wskazanym miejscu w zasięgu czaru. Chmura rozprzestrzenia się za rogi i załomy, tworzy obszar o słabej widoczności i unosi się<br>w powietrzu do końca działania zaklęcia.<br><br>Każde stworzenie znajdujące się w całości w chmurze, na początku swojej tury, musi wykonać rzut obronny na Kondycję przeciw truciźnie. W przypadku niepowodzenia, zużywa swoją akcję w tej turze na walkę z nudnościami i zawrotami głowy. Istoty, które nie muszą oddychać lub są<br>niepodatne na trucizny, odnoszą w tym rzucie automatyczny sukces.<br><br>Umiarkowany wiatr (co najmniej 15 km/h), rozwiewa chmurę w ciągu 4 rund. Silny wiatr (co najmniej 30km/h), rozwiewa ją w ciągu 1 rundy.";"Czarownik"
"4";"ŚCIANA OGNIA (Czart)";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S, M (niewielki kawałek fosforu)";" Koncentracja, do 1 minuty";" Na stałej powierzchni w zasięgu czaru, wywołujesz ścianę ognia. Możesz nadać jej formę płaskiego muru o długości do 18 metrów, wysokości do 6 metrów i grubości 30 centymetrów, albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości 30 centymetrów. Ściana jest nieprzezroczysta i istnieje przez cały czas działania zaklęcia.<br><br>W momencie pojawienia się ściany, każda istota<br>przebywająca w jej obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Jedna ze stron ściany, wybierana podczas rzucania zaklęcia, zadaje 5k8 obrażeń każdemu stworzeniu, które kończy swoją turę po tej stronie w odległości do 3 metrów od ściany. Tyle samo obrażeń otrzymuje stworzenie wchodzące w obszar ściany po raz pierwszy w swojej turze, lub kończące w nim swoją turę. Druga strona ściany ognia nie zadaje obrażeń.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz zadawane obrażenia o 1k8.";"Czarownik"
"4";"TARCZA OGNIA (Czart)";" Wywoływanie, 4. krąg";" 1 akcja";" Na siebie";" W, S, M (kawałek fosforu lub świetlik)";" 10 minut";" Podczas działania czaru, twoje ciało spowijają cienkie pasma płomieni emanujące jasnym światłem w promieniu 3 metrów i słabym światłem w promieniu kolejnych 3 metrów. Możesz wygasić to zaklęcie w ramach swojej akcji.<br><br>W zależności od twego wyboru, płomienie tworzą ciepłą tarczę lub chłodną tarczę. Ciepła tarcza zapewnia odporność na obrażenia od zimna, zaś chłodna – na obrażenia od ognia.<br><br>Ponadto, za każdym razem, gdy istota znajdująca się 1,5 metra od ciebie trafia cię atakiem, otrzymuje 2k8 obrażeń od zimna lub ciepła, w zależności od wybranej tarczy.";"Czarownik"
"5";"KONSEKRACJA (Czart)";" Wywoływanie, 5. krąg";" 24 godziny";" Dotyk";" W, S, M (zioła,olejki i kadzidła o wartości co najmniej 1000sz, zużywane przez zaklęcie)";" rozproszenia";" Napełniasz obszar o promieniu do 18m świętą (lub nieświętą) mocą. Nie może pokrywać się z obszarem już konsekrowanym. Konsekrowany obszar podlega zasadom. 1.Nie mogą do niego wejść czarty, fey, niebianie, nieumarli i żywiołaki. Nie mogą oni też zauroczyć, przerazić lub opętać istot znajdujących się w jego obrębie. Istota przez nich zauroczona, przerażona lub opętana przestała taka być po wejściu w konsekrowany obszar. Możesz wyłączyć spod działania tego czaru wybrane typy wymienionych stworzeń. 2.Możesz nałożyć dodatkowy efekt na ten obszar (str. 226).";"Czarownik"
"5";"SŁUP OGNIA (Czart)";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S, M (szczypta siarki)";" Natychmiastowy";" We wskazane przez ciebie miejsce z rykiem uderza z nieba pionowa kolumna boskiego ognia. Każde stworzenie znajdujące się na obszarze w kształcie walca o promieniu 3 metrów i wysokości 12 metrów, z punktem wyjścia we wskazanym miejscu, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia. otrzymanie 4k6 obrażeń od ognia i 4k6 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6, kręgu, za każdy krąg powyżej 5. zwiększasz obrażenia od ognia albo światłości (wedle twojego wyboru) o 1k6.";"Czarownik"
